date,region,species,obs_freq,count,wind_speed
2020-01-01,Nord,Mallard,1,1,11.3
2020-01-01,Nord,Tufted Duck,1,25,11.3
2020-01-01,Süd,Mallard,1,46,13.2
2020-01-01,Süd,Eurasian Wigeon,1,7,13.2
2020-01-01,Süd,Tufted Duck,1,68,13.2
2020-01-02,Nord,Mallard,1,35,18.7
2020-01-02,Nord,Tufted Duck,1,10,18.7
2020-01-02,Süd,Mallard,1,1,8.2
2020-01-03,Nord,Mallard,1,30,22.2
2020-01-03,Nord,Tufted Duck,1,3,22.2
2020-01-03,Süd,Mallard,1,40,22.7
2020-01-03,Süd,Eurasian Wigeon,1,1,22.7
2020-01-03,Süd,Tufted Duck,1,1,22.7
2020-01-04,Süd,Mallard,1,1,26.9
2020-01-04,Süd,Eurasian Wigeon,1,6,26.9
2020-01-04,Süd,Tufted Duck,1,1,26.9
2020-01-05,Süd,Mallard,1,1,26.2
2020-01-05,Süd,Eurasian Wigeon,1,30,26.2
2020-01-05,Süd,Tufted Duck,1,1,26.2
2020-01-06,Süd,Mallard,1,40,11.2
2020-01-06,Süd,Eurasian Wigeon,1,9,11.2
2020-01-06,Süd,Tufted Duck,1,1,11.2
2020-01-07,Süd,Mallard,1,5,19.5
2020-01-07,Süd,Tufted Duck,1,6,19.5
2020-01-08,Süd,Mallard,1,50,11.1
2020-01-08,Süd,Tufted Duck,1,20,11.1
2020-01-10,Süd,Mallard,1,5,20.5
2020-01-10,Süd,Tufted Duck,1,23,20.5
2020-01-11,Süd,Mallard,1,20,16.0
2020-01-11,Süd,Eurasian Wigeon,1,6,16.0
2020-01-11,Süd,Tufted Duck,1,350,16.0
2020-01-12,Nord,Mallard,1,18,28.4
2020-01-12,Nord,Tufted Duck,1,12,28.4
2020-01-12,Süd,Mallard,1,5,11.5
2020-01-12,Süd,Eurasian Wigeon,1,1,11.5
2020-01-12,Süd,Tufted Duck,1,1,11.5
2020-01-13,Süd,Mallard,1,1,10.3
2020-01-13,Süd,Tufted Duck,1,1,10.3
2020-01-14,Nord,Mallard,1,1,31.2
2020-01-14,Nord,Tufted Duck,1,1,31.2
2020-01-14,Süd,Mallard,1,10,10.8
2020-01-14,Süd,Eurasian Wigeon,1,20,10.8
2020-01-14,Süd,Tufted Duck,1,40,10.8
2020-01-15,Süd,Mallard,1,19,13.8
2020-01-15,Süd,Eurasian Wigeon,1,60,13.8
2020-01-15,Süd,Tufted Duck,1,1,13.8
2020-01-16,Süd,Mallard,1,2,16.9
2020-01-16,Süd,Tufted Duck,1,3,16.9
2020-01-17,Süd,Mallard,1,7,15.0
2020-01-17,Süd,Tufted Duck,1,9,15.0
2020-01-18,Süd,Mallard,1,1,15.1
2020-01-18,Süd,Tufted Duck,1,2,15.1
2020-01-19,Süd,Mallard,1,14,9.1
2020-01-19,Süd,Tufted Duck,1,37,9.1
2020-01-20,Süd,Mallard,1,2,15.4
2020-01-20,Süd,Eurasian Wigeon,1,5,15.4
2020-01-20,Süd,Tufted Duck,1,3,15.4
2020-01-21,Süd,Tufted Duck,1,1,9.7
2020-01-22,Süd,Mallard,1,120,9.8
2020-01-22,Süd,Tufted Duck,1,15,9.8
2020-01-23,Süd,Mallard,1,10,13.2
2020-01-23,Süd,Tufted Duck,1,2,13.2
2020-01-24,Süd,Mallard,1,134,9.2
2020-01-24,Süd,Eurasian Wigeon,1,2,9.2
2020-01-24,Süd,Tufted Duck,1,150,9.2
2020-01-25,Süd,Mallard,1,10,9.7
2020-01-25,Süd,Eurasian Wigeon,1,18,9.7
2020-01-25,Süd,Tufted Duck,1,1,9.7
2020-01-26,Nord,Mallard,1,50,16.2
2020-01-26,Nord,Tufted Duck,1,1,16.2
2020-01-26,Süd,Mallard,1,1,9.4
2020-01-26,Süd,Tufted Duck,1,10,9.4
2020-01-27,Süd,Mallard,1,2,11.5
2020-01-27,Süd,Tufted Duck,1,5,11.5
2020-01-29,Süd,Mallard,1,7,29.2
2020-01-30,Süd,Mallard,1,9,18.6
2020-01-30,Süd,Eurasian Wigeon,1,6,18.6
2020-01-30,Süd,Tufted Duck,1,400,18.6
2020-01-31,Nord,Mallard,1,13,31.0
2020-01-31,Nord,Tufted Duck,1,11,31.0
2020-01-31,Süd,Mallard,1,15,31.7
2020-01-31,Süd,Tufted Duck,1,239,31.7
2020-02-01,Süd,Mallard,1,1,34.5
2020-02-01,Süd,Eurasian Wigeon,1,114,34.5
2020-02-01,Süd,Tufted Duck,1,25,34.5
2020-02-02,Nord,Mallard,1,23,30.6
2020-02-02,Nord,Tufted Duck,1,9,30.6
2020-02-02,Süd,Mallard,1,2,34.7
2020-02-02,Süd,Eurasian Wigeon,1,5,34.7
2020-02-02,Süd,Tufted Duck,1,20,34.7
2020-02-03,Süd,Mallard,1,1,20.3
2020-02-03,Süd,Tufted Duck,1,95,20.3
2020-02-04,Süd,Mallard,1,15,44.2
2020-02-04,Süd,Tufted Duck,1,5,44.2
2020-02-05,Süd,Mallard,1,2,25.9
2020-02-05,Süd,Tufted Duck,1,2,25.9
2020-02-06,Süd,Mallard,1,9,11.1
2020-02-06,Süd,Tufted Duck,1,12,11.1
2020-02-07,Süd,Mallard,1,2,10.8
2020-02-07,Süd,Tufted Duck,1,10,10.8
2020-02-08,Süd,Mallard,1,1,9.4
2020-02-08,Süd,Eurasian Wigeon,1,8,9.4
2020-02-08,Süd,Tufted Duck,1,1,9.4
2020-02-09,Süd,Mallard,1,15,18.8
2020-02-09,Süd,Eurasian Wigeon,1,1,18.8
2020-02-09,Süd,Tufted Duck,1,600,18.8
2020-02-10,Süd,Mallard,1,8,50.3
2020-02-11,Süd,Mallard,1,2,42.5
2020-02-12,Süd,Mallard,1,2,31.8
2020-02-13,Nord,Tufted Duck,1,8,24.2
2020-02-13,Süd,Mallard,1,1,26.2
2020-02-13,Süd,Tufted Duck,1,1,26.2
2020-02-14,Süd,Mallard,1,11,27.7
2020-02-15,Süd,Mallard,1,1,10.9
2020-02-15,Süd,Tufted Duck,1,15,10.9
2020-02-16,Nord,Tufted Duck,1,5,46.6
2020-02-16,Süd,Mallard,1,35,16.1
2020-02-16,Süd,Eurasian Wigeon,1,36,16.1
2020-02-16,Süd,Tufted Duck,1,40,16.1
2020-02-17,Süd,Mallard,1,8,21.1
2020-02-18,Süd,Mallard,1,1,27.6
2020-02-20,Süd,Mallard,1,2,15.3
2020-02-21,Süd,Mallard,1,2,32.8
2020-02-21,Süd,Tufted Duck,1,2,32.8
2020-02-22,Süd,Mallard,1,15,24.0
2020-02-22,Süd,Eurasian Wigeon,1,20,24.0
2020-02-22,Süd,Tufted Duck,1,1,24.0
2020-02-23,Süd,Mallard,1,2,41.6
2020-02-23,Süd,Tufted Duck,1,360,41.6
2020-02-24,Nord,Mallard,1,5,28.2
2020-02-24,Nord,Tufted Duck,1,5,28.2
2020-02-24,Süd,Mallard,1,8,38.2
2020-02-24,Süd,Tufted Duck,1,20,38.2
2020-02-25,Süd,Mallard,1,1,31.6
2020-02-25,Süd,Eurasian Wigeon,1,24,31.6
2020-02-25,Süd,Tufted Duck,1,7,31.6
2020-02-26,Süd,Mallard,1,2,31.5
2020-02-27,Süd,Mallard,1,1,50.6
2020-02-27,Süd,Tufted Duck,1,1,50.6
2020-02-28,Nord,Mallard,1,10,27.1
2020-02-28,Nord,Tufted Duck,1,4,27.1
2020-02-28,Süd,Mallard,1,5,48.3
2020-02-28,Süd,Tufted Duck,1,39,48.3
2020-02-29,Süd,Mallard,1,1,19.2
2020-02-29,Süd,Eurasian Wigeon,1,12,19.2
2020-02-29,Süd,Tufted Duck,1,1,19.2
2020-03-01,Nord,Mallard,1,3,33.8
2020-03-01,Süd,Mallard,1,10,22.6
2020-03-01,Süd,Eurasian Wigeon,1,26,22.6
2020-03-01,Süd,Tufted Duck,1,900,22.6
2020-03-02,Nord,Mallard,1,2,15.7
2020-03-02,Süd,Mallard,1,17,26.0
2020-03-02,Süd,Tufted Duck,1,8,26.0
2020-03-03,Süd,Mallard,1,7,28.9
2020-03-04,Nord,Mallard,1,10,17.2
2020-03-04,Nord,Tufted Duck,1,1,17.2
2020-03-04,Süd,Mallard,1,25,19.5
2020-03-04,Süd,Tufted Duck,1,26,19.5
2020-03-05,Süd,Mallard,1,1,12.6
2020-03-05,Süd,Tufted Duck,1,1,12.6
2020-03-06,Nord,Mallard,1,21,20.7
2020-03-06,Nord,Tufted Duck,1,4,20.7
2020-03-06,Süd,Mallard,1,2,40.6
2020-03-06,Süd,Tufted Duck,1,4,40.6
2020-03-07,Süd,Mallard,1,1,21.6
2020-03-07,Süd,Tufted Duck,1,13,21.6
2020-03-08,Süd,Mallard,1,2,12.0
2020-03-08,Süd,Eurasian Wigeon,1,2,12.0
2020-03-08,Süd,Tufted Duck,1,1,12.0
2020-03-09,Nord,Mallard,1,2,20.5
2020-03-09,Süd,Mallard,1,1,19.1
2020-03-09,Süd,Tufted Duck,1,14,19.1
2020-03-11,Süd,Mallard,1,2,35.2
2020-03-11,Süd,Tufted Duck,1,1,35.2
2020-03-12,Süd,Mallard,1,5,28.4
2020-03-12,Süd,Tufted Duck,1,6,28.4
2020-03-13,Süd,Mallard,1,1,24.5
2020-03-13,Süd,Tufted Duck,1,12,24.5
2020-03-14,Süd,Mallard,1,2,11.0
2020-03-14,Süd,Eurasian Wigeon,1,1,11.0
2020-03-14,Süd,Tufted Duck,1,4,11.0
2020-03-15,Nord,Mallard,1,14,27.9
2020-03-15,Nord,Eurasian Wigeon,1,12,27.9
2020-03-15,Nord,Tufted Duck,1,21,27.9
2020-03-15,Süd,Mallard,1,6,14.9
2020-03-15,Süd,Eurasian Wigeon,1,4,14.9
2020-03-15,Süd,Tufted Duck,1,4,14.9
2020-03-16,Süd,Mallard,1,8,13.0
2020-03-16,Süd,Eurasian Wigeon,1,2,13.0
2020-03-16,Süd,Tufted Duck,1,25,13.0
2020-03-17,Süd,Mallard,1,58,12.4
2020-03-17,Süd,Tufted Duck,1,100,12.4
2020-03-18,Süd,Mallard,1,6,10.0
2020-03-18,Süd,Tufted Duck,1,14,10.0
2020-03-19,Süd,Mallard,1,2,10.6
2020-03-19,Süd,Eurasian Wigeon,1,6,10.6
2020-03-19,Süd,Tufted Duck,1,15,10.6
2020-03-20,Süd,Mallard,1,1,9.0
2020-03-20,Süd,Tufted Duck,1,1,9.0
2020-03-21,Süd,Mallard,1,4,21.7
2020-03-21,Süd,Tufted Duck,1,1,21.7
2020-03-22,Süd,Mallard,1,2,24.1
2020-03-22,Süd,Eurasian Wigeon,1,4,24.1
2020-03-22,Süd,Tufted Duck,1,1,24.1
2020-03-23,Süd,Mallard,1,3,22.4
2020-03-23,Süd,Tufted Duck,1,1,22.4
2020-03-24,Süd,Mallard,1,2,24.7
2020-03-24,Süd,Tufted Duck,1,17,24.7
2020-03-25,Süd,Mallard,1,4,29.7
2020-03-25,Süd,Tufted Duck,1,1,29.7
2020-03-26,Süd,Mallard,1,1,20.9
2020-03-26,Süd,Eurasian Wigeon,1,4,20.9
2020-03-26,Süd,Tufted Duck,1,2,20.9
2020-03-27,Süd,Mallard,1,2,17.6
2020-03-27,Süd,Eurasian Wigeon,1,2,17.6
2020-03-27,Süd,Tufted Duck,1,10,17.6
2020-03-28,Süd,Mallard,1,2,10.5
2020-03-28,Süd,Eurasian Wigeon,1,3,10.5
2020-03-28,Süd,Tufted Duck,1,1,10.5
2020-03-29,Süd,Mallard,1,1,15.6
2020-03-29,Süd,Tufted Duck,1,1,15.6
2020-03-30,Süd,Mallard,1,6,18.8
2020-03-30,Süd,Tufted Duck,1,2,18.8
2020-03-31,Süd,Mallard,1,1,10.5
2020-03-31,Süd,Tufted Duck,1,12,10.5
2020-04-01,Süd,Mallard,1,2,11.1
2020-04-01,Süd,Tufted Duck,1,7,11.1
2020-04-02,Süd,Mallard,1,4,10.1
2020-04-02,Süd,Eurasian Wigeon,1,10,10.1
2020-04-02,Süd,Tufted Duck,1,4,10.1
2020-04-03,Süd,Mallard,1,20,14.7
2020-04-03,Süd,Tufted Duck,1,21,14.7
2020-04-04,Nord,Mallard,1,3,15.6
2020-04-04,Nord,Tufted Duck,1,20,15.6
2020-04-04,Süd,Mallard,1,1,13.3
2020-04-04,Süd,Eurasian Wigeon,1,1,13.3
2020-04-04,Süd,Tufted Duck,1,1,13.3
2020-04-05,Süd,Mallard,1,1,15.6
2020-04-05,Süd,Eurasian Wigeon,1,2,15.6
2020-04-05,Süd,Tufted Duck,1,30,15.6
2020-04-06,Nord,Mallard,1,10,16.3
2020-04-06,Nord,Tufted Duck,1,10,16.3
2020-04-06,Süd,Mallard,1,4,12.7
2020-04-06,Süd,Eurasian Wigeon,1,43,12.7
2020-04-06,Süd,Tufted Duck,1,1,12.7
2020-04-07,Süd,Mallard,1,2,13.4
2020-04-07,Süd,Eurasian Wigeon,1,2,13.4
2020-04-07,Süd,Tufted Duck,1,33,13.4
2020-04-08,Süd,Mallard,1,1,11.9
2020-04-08,Süd,Eurasian Wigeon,1,8,11.9
2020-04-08,Süd,Tufted Duck,1,1,11.9
2020-04-09,Süd,Mallard,1,4,11.9
2020-04-09,Süd,Eurasian Wigeon,1,1,11.9
2020-04-09,Süd,Tufted Duck,1,30,11.9
2020-04-10,Süd,Mallard,1,1,11.5
2020-04-10,Süd,Eurasian Wigeon,1,1,11.5
2020-04-10,Süd,Tufted Duck,1,7,11.5
2020-04-11,Süd,Mallard,1,15,11.3
2020-04-11,Süd,Eurasian Wigeon,1,9,11.3
2020-04-11,Süd,Tufted Duck,1,15,11.3
2020-04-12,Süd,Mallard,1,1,14.0
2020-04-12,Süd,Eurasian Wigeon,1,13,14.0
2020-04-12,Süd,Tufted Duck,1,60,14.0
2020-04-13,Süd,Mallard,1,5,19.4
2020-04-13,Süd,Eurasian Wigeon,1,2,19.4
2020-04-13,Süd,Tufted Duck,1,18,19.4
2020-04-14,Süd,Mallard,1,9,13.7
2020-04-14,Süd,Eurasian Wigeon,1,2,13.7
2020-04-14,Süd,Tufted Duck,1,20,13.7
2020-04-15,Süd,Mallard,1,2,9.7
2020-04-15,Süd,Eurasian Wigeon,1,6,9.7
2020-04-15,Süd,Tufted Duck,1,8,9.7
2020-04-16,Nord,Mallard,1,3,17.6
2020-04-16,Süd,Mallard,1,7,11.1
2020-04-16,Süd,Eurasian Wigeon,1,1,11.1
2020-04-16,Süd,Tufted Duck,1,20,11.1
2020-04-17,Süd,Mallard,1,4,11.5
2020-04-17,Süd,Eurasian Wigeon,1,8,11.5
2020-04-17,Süd,Tufted Duck,1,15,11.5
2020-04-18,Nord,Mallard,1,12,20.3
2020-04-18,Nord,Tufted Duck,1,20,20.3
2020-04-18,Süd,Mallard,1,1,17.1
2020-04-18,Süd,Eurasian Wigeon,1,2,17.1
2020-04-18,Süd,Tufted Duck,1,8,17.1
2020-04-19,Nord,Mallard,1,30,22.6
2020-04-19,Nord,Tufted Duck,1,1,22.6
2020-04-19,Süd,Mallard,1,1,20.6
2020-04-19,Süd,Eurasian Wigeon,1,2,20.6
2020-04-19,Süd,Tufted Duck,1,1,20.6
2020-04-20,Süd,Mallard,1,11,26.3
2020-04-20,Süd,Eurasian Wigeon,1,3,26.3
2020-04-20,Süd,Tufted Duck,1,2,26.3
2020-04-21,Süd,Mallard,1,1,30.1
2020-04-21,Süd,Eurasian Wigeon,1,2,30.1
2020-04-21,Süd,Tufted Duck,1,1,30.1
2020-04-22,Süd,Mallard,1,6,20.6
2020-04-22,Süd,Eurasian Wigeon,1,3,20.6
2020-04-22,Süd,Tufted Duck,1,12,20.6
2020-04-23,Nord,Mallard,1,4,12.7
2020-04-23,Nord,Tufted Duck,1,4,12.7
2020-04-23,Süd,Mallard,1,2,12.1
2020-04-23,Süd,Eurasian Wigeon,1,5,12.1
2020-04-23,Süd,Tufted Duck,1,8,12.1
2020-04-24,Nord,Mallard,1,9,26.1
2020-04-24,Nord,Tufted Duck,1,75,26.1
2020-04-24,Süd,Mallard,1,1,22.7
2020-04-24,Süd,Eurasian Wigeon,1,4,22.7
2020-04-24,Süd,Tufted Duck,1,2,22.7
2020-04-25,Süd,Mallard,1,8,18.3
2020-04-25,Süd,Eurasian Wigeon,1,1,18.3
2020-04-25,Süd,Tufted Duck,1,9,18.3
2020-04-26,Nord,Mallard,1,2,12.1
2020-04-26,Nord,Tufted Duck,1,2,12.1
2020-04-26,Süd,Mallard,1,1,10.0
2020-04-26,Süd,Eurasian Wigeon,1,1,10.0
2020-04-26,Süd,Tufted Duck,1,15,10.0
2020-04-27,Nord,Mallard,1,5,14.8
2020-04-27,Süd,Mallard,1,3,13.4
2020-04-27,Süd,Tufted Duck,1,4,13.4
2020-04-28,Süd,Mallard,1,4,12.7
2020-04-28,Süd,Eurasian Wigeon,1,2,12.7
2020-04-28,Süd,Tufted Duck,1,2,12.7
2020-04-29,Nord,Mallard,1,4,13.8
2020-04-29,Nord,Tufted Duck,1,1,13.8
2020-04-29,Süd,Mallard,1,14,22.5
2020-04-29,Süd,Eurasian Wigeon,1,2,22.5
2020-04-29,Süd,Tufted Duck,1,8,22.5
2020-04-30,Nord,Mallard,1,1,20.0
2020-04-30,Süd,Mallard,1,1,16.1
2020-04-30,Süd,Tufted Duck,1,1,16.1
2020-05-01,Nord,Mallard,1,5,22.9
2020-05-01,Süd,Mallard,1,14,17.9
2020-05-01,Süd,Eurasian Wigeon,1,2,17.9
2020-05-01,Süd,Tufted Duck,1,4,17.9
2020-05-02,Nord,Mallard,1,1,22.2
2020-05-02,Nord,Eurasian Wigeon,1,2,22.2
2020-05-02,Nord,Tufted Duck,1,1,22.2
2020-05-02,Süd,Mallard,1,2,24.9
2020-05-02,Süd,Eurasian Wigeon,1,2,24.9
2020-05-02,Süd,Tufted Duck,1,1,24.9
2020-05-03,Nord,Mallard,1,1,16.0
2020-05-03,Nord,Tufted Duck,1,3,16.0
2020-05-03,Süd,Mallard,1,8,14.2
2020-05-03,Süd,Eurasian Wigeon,1,2,14.2
2020-05-03,Süd,Tufted Duck,1,5,14.2
2020-05-04,Süd,Mallard,1,1,12.7
2020-05-04,Süd,Eurasian Wigeon,1,2,12.7
2020-05-04,Süd,Tufted Duck,1,6,12.7
2020-05-05,Süd,Mallard,1,1,12.5
2020-05-05,Süd,Tufted Duck,1,6,12.5
2020-05-06,Süd,Mallard,1,4,10.5
2020-05-06,Süd,Tufted Duck,1,1,10.5
2020-05-07,Süd,Mallard,1,1,10.5
2020-05-07,Süd,Eurasian Wigeon,1,2,10.5
2020-05-07,Süd,Tufted Duck,1,5,10.5
2020-05-08,Süd,Mallard,1,2,11.8
2020-05-08,Süd,Eurasian Wigeon,1,1,11.8
2020-05-08,Süd,Tufted Duck,1,50,11.8
2020-05-09,Nord,Mallard,1,11,9.1
2020-05-09,Nord,Tufted Duck,1,4,9.1
2020-05-09,Süd,Mallard,1,1,11.5
2020-05-09,Süd,Eurasian Wigeon,1,2,11.5
2020-05-09,Süd,Tufted Duck,1,8,11.5
2020-05-10,Süd,Mallard,1,1,13.5
2020-05-10,Süd,Tufted Duck,1,1,13.5
2020-05-11,Süd,Mallard,1,2,19.5
2020-05-11,Süd,Tufted Duck,1,3,19.5
2020-05-12,Süd,Mallard,1,5,14.6
2020-05-12,Süd,Eurasian Wigeon,1,1,14.6
2020-05-12,Süd,Tufted Duck,1,1,14.6
2020-05-13,Nord,Mallard,1,4,16.3
2020-05-13,Nord,Tufted Duck,1,7,16.3
2020-05-13,Süd,Mallard,1,1,14.5
2020-05-13,Süd,Tufted Duck,1,20,14.5
2020-05-14,Nord,Tufted Duck,1,9,17.0
2020-05-14,Süd,Mallard,1,1,14.7
2020-05-14,Süd,Tufted Duck,1,1,14.7
2020-05-15,Süd,Mallard,1,10,18.2
2020-05-15,Süd,Eurasian Wigeon,1,2,18.2
2020-05-15,Süd,Tufted Duck,1,5,18.2
2020-05-16,Nord,Mallard,1,2,24.1
2020-05-16,Süd,Mallard,1,8,10.3
2020-05-16,Süd,Eurasian Wigeon,1,1,10.3
2020-05-16,Süd,Tufted Duck,1,3,10.3
2020-05-17,Nord,Mallard,1,10,23.8
2020-05-17,Nord,Tufted Duck,1,14,23.8
2020-05-17,Süd,Mallard,1,3,11.2
2020-05-17,Süd,Eurasian Wigeon,1,3,11.2
2020-05-17,Süd,Tufted Duck,1,7,11.2
2020-05-18,Süd,Mallard,1,1,10.8
2020-05-18,Süd,Tufted Duck,1,1,10.8
2020-05-19,Süd,Mallard,1,5,11.3
2020-05-19,Süd,Tufted Duck,1,14,11.3
2020-05-20,Nord,Mallard,1,2,9.2
2020-05-20,Nord,Tufted Duck,1,1,9.2
2020-05-20,Süd,Mallard,1,8,12.4
2020-05-20,Süd,Tufted Duck,1,4,12.4
2020-05-21,Nord,Mallard,1,20,13.4
2020-05-21,Nord,Tufted Duck,1,2,13.4
2020-05-21,Süd,Mallard,1,3,8.7
2020-05-21,Süd,Eurasian Wigeon,1,3,8.7
2020-05-21,Süd,Tufted Duck,1,3,8.7
2020-05-22,Nord,Mallard,1,1,18.9
2020-05-22,Nord,Tufted Duck,1,2,18.9
2020-05-22,Süd,Mallard,1,1,12.0
2020-05-22,Süd,Eurasian Wigeon,1,2,12.0
2020-05-22,Süd,Tufted Duck,1,6,12.0
2020-05-23,Nord,Mallard,1,7,19.8
2020-05-23,Nord,Tufted Duck,1,1,19.8
2020-05-23,Süd,Mallard,1,6,23.9
2020-05-23,Süd,Tufted Duck,1,50,23.9
2020-05-24,Süd,Mallard,1,1,25.6
2020-05-24,Süd,Tufted Duck,1,1,25.6
2020-05-25,Nord,Mallard,1,5,27.0
2020-05-25,Süd,Mallard,1,2,21.1
2020-05-25,Süd,Tufted Duck,1,1,21.1
2020-05-26,Süd,Mallard,1,4,14.5
2020-05-26,Süd,Tufted Duck,1,16,14.5
2020-05-27,Süd,Mallard,1,1,11.1
2020-05-27,Süd,Tufted Duck,1,1,11.1
2020-05-28,Nord,Mallard,1,6,13.2
2020-05-28,Süd,Mallard,1,2,13.4
2020-05-28,Süd,Tufted Duck,1,1,13.4
2020-05-29,Nord,Tufted Duck,1,2,19.9
2020-05-29,Süd,Mallard,1,1,14.3
2020-05-29,Süd,Tufted Duck,1,1,14.3
2020-05-30,Süd,Mallard,1,6,14.2
2020-05-30,Süd,Tufted Duck,1,4,14.2
2020-05-31,Süd,Mallard,1,2,14.5
2020-05-31,Süd,Eurasian Wigeon,1,2,14.5
2020-05-31,Süd,Tufted Duck,1,4,14.5
2020-06-01,Süd,Mallard,1,4,17.3
2020-06-01,Süd,Tufted Duck,1,2,17.3
2020-06-02,Nord,Mallard,1,2,12.6
2020-06-02,Nord,Tufted Duck,1,6,12.6
2020-06-02,Süd,Mallard,1,1,9.4
2020-06-02,Süd,Tufted Duck,1,1,9.4
2020-06-03,Süd,Mallard,1,1,12.6
2020-06-03,Süd,Tufted Duck,1,1,12.6
2020-06-04,Nord,Mallard,1,8,16.7
2020-06-04,Süd,Mallard,1,3,16.8
2020-06-05,Nord,Mallard,1,1,26.1
2020-06-05,Nord,Tufted Duck,1,2,26.1
2020-06-05,Süd,Mallard,1,1,26.1
2020-06-05,Süd,Tufted Duck,1,1,26.1
2020-06-06,Süd,Mallard,1,3,21.0
2020-06-06,Süd,Tufted Duck,1,2,21.0
2020-06-07,Nord,Mallard,1,39,24.6
2020-06-07,Nord,Tufted Duck,1,6,24.6
2020-06-07,Süd,Mallard,1,1,14.0
2020-06-07,Süd,Tufted Duck,1,1,14.0
2020-06-08,Nord,Mallard,1,2,10.8
2020-06-08,Süd,Mallard,1,9,14.0
2020-06-08,Süd,Tufted Duck,1,2,14.0
2020-06-09,Nord,Mallard,1,58,11.9
2020-06-09,Nord,Tufted Duck,1,41,11.9
2020-06-09,Süd,Mallard,1,20,14.4
2020-06-09,Süd,Tufted Duck,1,20,14.4
2020-06-10,Süd,Mallard,1,1,11.3
2020-06-10,Süd,Tufted Duck,1,8,11.3
2020-06-11,Süd,Mallard,1,3,10.1
2020-06-11,Süd,Tufted Duck,1,2,10.1
2020-06-12,Nord,Mallard,1,9,17.4
2020-06-12,Nord,Tufted Duck,1,10,17.4
2020-06-12,Süd,Mallard,1,7,16.4
2020-06-12,Süd,Tufted Duck,1,2,16.4
2020-06-13,Süd,Mallard,1,5,15.7
2020-06-13,Süd,Tufted Duck,1,36,15.7
2020-06-14,Süd,Mallard,1,10,29.6
2020-06-14,Süd,Tufted Duck,1,2,29.6
2020-06-15,Süd,Mallard,1,24,21.7
2020-06-16,Nord,Tufted Duck,1,6,8.2
2020-06-16,Süd,Mallard,1,3,13.0
2020-06-16,Süd,Eurasian Wigeon,1,1,13.0
2020-06-16,Süd,Tufted Duck,1,1,13.0
2020-06-17,Süd,Mallard,1,1,20.0
2020-06-17,Süd,Tufted Duck,1,2,20.0
2020-06-18,Nord,Mallard,1,7,13.2
2020-06-18,Süd,Mallard,1,16,16.8
2020-06-18,Süd,Tufted Duck,1,1,16.8
2020-06-19,Nord,Mallard,1,6,21.9
2020-06-19,Süd,Mallard,1,1,16.4
2020-06-20,Süd,Mallard,1,2,16.8
2020-06-20,Süd,Tufted Duck,1,16,16.8
2020-06-21,Nord,Tufted Duck,1,1,10.4
2020-06-21,Süd,Mallard,1,14,13.8
2020-06-21,Süd,Tufted Duck,1,2,13.8
2020-06-22,Nord,Mallard,1,7,18.6
2020-06-22,Süd,Mallard,1,1,14.8
2020-06-22,Süd,Tufted Duck,1,7,14.8
2020-06-23,Nord,Mallard,1,1,12.9
2020-06-23,Süd,Mallard,1,23,13.6
2020-06-23,Süd,Tufted Duck,1,5,13.6
2020-06-24,Süd,Mallard,1,8,17.6
2020-06-24,Süd,Tufted Duck,1,1,17.6
2020-06-25,Süd,Mallard,1,2,15.3
2020-06-25,Süd,Tufted Duck,1,8,15.3
2020-06-26,Nord,Mallard,1,9,16.8
2020-06-26,Süd,Mallard,1,1,18.4
2020-06-26,Süd,Tufted Duck,1,1,18.4
2020-06-27,Nord,Mallard,1,4,19.1
2020-06-27,Nord,Tufted Duck,1,1,19.1
2020-06-27,Süd,Mallard,1,32,12.5
2020-06-27,Süd,Tufted Duck,1,31,12.5
2020-06-28,Nord,Mallard,1,9,24.2
2020-06-28,Süd,Mallard,1,8,14.2
2020-06-28,Süd,Tufted Duck,1,25,14.2
2020-06-29,Süd,Mallard,1,1,17.4
2020-06-29,Süd,Tufted Duck,1,4,17.4
2020-06-30,Nord,Mallard,1,5,33.1
2020-06-30,Nord,Tufted Duck,1,5,33.1
2020-06-30,Süd,Mallard,1,1,19.1
2020-06-30,Süd,Tufted Duck,1,30,19.1
2020-07-01,Nord,Mallard,1,1,21.5
2020-07-01,Nord,Tufted Duck,1,1,21.5
2020-07-01,Süd,Mallard,1,1,18.0
2020-07-01,Süd,Tufted Duck,1,1,18.0
2020-07-02,Süd,Mallard,1,7,13.8
2020-07-02,Süd,Tufted Duck,1,1,13.8
2020-07-03,Nord,Mallard,1,7,21.7
2020-07-03,Süd,Tufted Duck,1,6,11.6
2020-07-04,Nord,Mallard,1,6,28.8
2020-07-04,Nord,Tufted Duck,1,8,28.8
2020-07-04,Süd,Mallard,1,5,13.0
2020-07-04,Süd,Tufted Duck,1,3,13.0
2020-07-05,Nord,Mallard,1,6,36.2
2020-07-05,Nord,Tufted Duck,1,2,36.2
2020-07-05,Süd,Mallard,1,7,20.3
2020-07-05,Süd,Tufted Duck,1,10,20.3
2020-07-06,Süd,Mallard,1,10,24.1
2020-07-07,Nord,Mallard,1,2,26.3
2020-07-07,Süd,Mallard,1,12,8.8
2020-07-07,Süd,Tufted Duck,1,2,8.8
2020-07-08,Süd,Mallard,1,1,18.4
2020-07-08,Süd,Tufted Duck,1,1,18.4
2020-07-09,Süd,Mallard,1,1,14.1
