species,lat,lon,date,locId,locName,area_type
Common Shelduck,53.58129,9.6623013,2026-02-21 13:15,L13422249,Fährmannsand,rural
Ring-necked Pheasant,53.58129,9.6623013,2026-02-21 13:15,L13422249,Fährmannsand,rural
Common Buzzard,53.58129,9.6623013,2026-02-21 13:15,L13422249,Fährmannsand,rural
Eurasian Kestrel,53.58129,9.6623013,2026-02-21 13:15,L13422249,Fährmannsand,rural
Common Raven,53.58129,9.6623013,2026-02-21 13:15,L13422249,Fährmannsand,rural
Fieldfare,53.58129,9.6623013,2026-02-21 13:15,L13422249,Fährmannsand,rural
Eurasian Moorhen,54.2322189,10.2848739,2026-02-21 12:21,L13295934,Kirchsee Preetz,urban
Marsh Tit,54.2322189,10.2848739,2026-02-21 12:21,L13295934,Kirchsee Preetz,urban
Long-tailed Tit,54.2322189,10.2848739,2026-02-21 12:21,L13295934,Kirchsee Preetz,urban
Eurasian Siskin,54.2322189,10.2848739,2026-02-21 12:21,L13295934,Kirchsee Preetz,urban
Greater Scaup,54.4598748,9.9267038,2026-02-21 11:52,L8426619,Aschauer Lagune,rural
White Wagtail,54.4583924,9.9346394,2026-02-21 11:47,L10468817,"Grünlandniederung, Aschau",rural
Dunnock,53.742601,10.30937,2026-02-21 11:27,L45019909,Dorfplatz,urban
Common Chaffinch,53.742601,10.30937,2026-02-21 11:27,L45019909,Dorfplatz,urban
Eurasian Bullfinch,53.742601,10.30937,2026-02-21 11:27,L45019909,Dorfplatz,urban
Great Spotted Woodpecker,54.3682329,10.0928833,2026-02-21 10:35,L16233013,Projensdorfer Gehölz,rural
Coal Tit,54.3682329,10.0928833,2026-02-21 10:35,L16233013,Projensdorfer Gehölz,rural
Northern Pintail,54.4182006,10.2371981,2026-02-21 10:03,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Oystercatcher,54.4182006,10.2371981,2026-02-21 10:03,L20274802,"Sandbänke Neustein, Laboe",rural
Ruddy Turnstone,54.4182006,10.2371981,2026-02-21 10:03,L20274802,"Sandbänke Neustein, Laboe",rural
Great Black-backed Gull,54.4182006,10.2371981,2026-02-21 10:03,L20274802,"Sandbänke Neustein, Laboe",rural
Great Crested Grebe,54.4182006,10.2371981,2026-02-21 10:03,L20274802,"Sandbänke Neustein, Laboe",rural
Common Crane,54.279193,9.907756,2026-02-21 09:46,L58932725,"Westensee, Westensee DE-Schleswig-Holstein (54.2792,9.9078)",rural
Redwing,54.279193,9.907756,2026-02-21 09:46,L58932725,"Westensee, Westensee DE-Schleswig-Holstein (54.2792,9.9078)",rural
Stock Dove,54.3649972,10.1147272,2026-02-21 09:27,L16233021,Tiergehege Tannenberg,rural
Rock Pigeon,54.7176119,8.4955216,2026-02-21 08:14,L3522414,Föhr (gesamt),rural
White Stork,54.7176119,8.4955216,2026-02-21 08:14,L3522414,Föhr (gesamt),rural
Eurasian Treecreeper,54.7176119,8.4955216,2026-02-21 08:14,L3522414,Föhr (gesamt),rural
Common Wood-Pigeon,53.7639983,9.6761217,2026-02-22 17:53,L59028486,"Elmshorn, Schleswig-Holstein, DE (53,764, 9,676)",urban
Common Crane,54.2735962,10.7961882,2026-02-22 17:45,L59038425,Grammdorf,rural
Eurasian Blue Tit,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
Great Tit,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
Song Thrush,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
Eurasian Blackbird,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
Fieldfare,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
European Robin,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
Eurasian Bullfinch,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
European Greenfinch,54.4034373,10.1564377,2026-02-22 17:00,L38945551,Dorf Pries - Kiel,urban
Eared Grebe,54.1844227,7.882669,2026-02-22 16:48,L4421391,Helgoland--Fanggarten,urban
Graylag Goose,54.3040208,10.8067972,2026-02-22 16:38,L12573052,Wesseker See (NSG),rural
Greater White-fronted Goose,54.3040208,10.8067972,2026-02-22 16:38,L12573052,Wesseker See (NSG),rural
Whooper Swan,54.3040208,10.8067972,2026-02-22 16:38,L12573052,Wesseker See (NSG),rural
Mallard,54.3040208,10.8067972,2026-02-22 16:38,L12573052,Wesseker See (NSG),rural
Eurasian Treecreeper,54.3040208,10.8067972,2026-02-22 16:38,L12573052,Wesseker See (NSG),rural
Green-winged Teal,54.30903,10.6774994,2026-02-22 16:23,L8237246,Sehlendorfer Binnensee und Umgebung (NSG),rural
Tufted Duck,54.30903,10.6774994,2026-02-22 16:23,L8237246,Sehlendorfer Binnensee und Umgebung (NSG),rural
Greater Scaup,54.30903,10.6774994,2026-02-22 16:23,L8237246,Sehlendorfer Binnensee und Umgebung (NSG),rural
Eurasian Coot,54.30903,10.6774994,2026-02-22 16:23,L8237246,Sehlendorfer Binnensee und Umgebung (NSG),rural
White-tailed Eagle,54.30903,10.6774994,2026-02-22 16:23,L8237246,Sehlendorfer Binnensee und Umgebung (NSG),rural
Reed Bunting,54.30903,10.6774994,2026-02-22 16:23,L8237246,Sehlendorfer Binnensee und Umgebung (NSG),rural
Barnacle Goose,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Canada Goose,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Common Eider,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Common Goldeneye,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Red-breasted Merganser,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Eurasian Jackdaw,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Rook,54.3540349,10.6186616,2026-02-22 15:10,L5828627,Kleiner Binnensee und angrenzende Salzwiesen (NSG),rural
Gadwall,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Wigeon,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Oystercatcher,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Curlew,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Common Redshank,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Ruddy Turnstone,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Black-headed Gull,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
European Herring Gull,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Great Black-backed Gull,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Great Cormorant,54.4182006,10.2371981,2026-02-22 14:58,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Magpie,54.7774957,9.4452041,2026-02-22 14:53,L59015676,"78 Kanzleistraße, Flensburg, Schleswig-Holstein, DE (54.777, 9.445)",urban
Great Egret,54.4162332,10.4158924,2026-02-22 14:27,L8695246,Schönberger Seebrücke,rural
Mute Swan,54.4139,10.2266,2026-02-22 14:21,L29583285,Laboe: Strand,rural
Common Pochard,54.4139,10.2266,2026-02-22 14:21,L29583285,Laboe: Strand,rural
Common Merganser,54.4139,10.2266,2026-02-22 14:21,L29583285,Laboe: Strand,rural
Great Crested Grebe,54.4139,10.2266,2026-02-22 14:21,L29583285,Laboe: Strand,rural
Carrion Crow,54.4139,10.2266,2026-02-22 14:21,L29583285,Laboe: Strand,rural
Purple Sandpiper,54.4139,10.2266,2026-02-22 14:00,L29583285,Laboe: Strand,rural
Red Kite,54.2986616,10.3119896,2026-02-22 13:40,L54918545,"Großholz, Lilienthal",rural
Common Buzzard,54.2986616,10.3119896,2026-02-22 13:40,L54918545,"Großholz, Lilienthal",rural
Marsh Tit,54.213725,9.939173,2026-02-22 13:17,L52384277,Melkenkamp Wohngebiet,urban
House Sparrow,54.213725,9.939173,2026-02-22 13:17,L52384277,Melkenkamp Wohngebiet,urban
Common Chaffinch,54.213725,9.939173,2026-02-22 13:17,L52384277,Melkenkamp Wohngebiet,urban
Hawfinch,54.213725,9.939173,2026-02-22 13:17,L52384277,Melkenkamp Wohngebiet,urban
Eurasian Siskin,54.213725,9.939173,2026-02-22 13:17,L52384277,Melkenkamp Wohngebiet,urban
Water Rail,54.1811709,7.8872569,2026-02-22 12:52,L6453645,Helgoland--Falm,urban
Black Guillemot,54.1826973,7.8901851,2026-02-22 12:34,L8337515,Helgoland--Lesehalle,urban
Eurasian Bittern,54.6553032,8.9493627,2026-02-22 12:30,L53405505,Bordelumer Heide und Langenhorner Heide (gesamt),rural
Great Gray Shrike,54.6553032,8.9493627,2026-02-22 12:30,L53405505,Bordelumer Heide und Langenhorner Heide (gesamt),rural
Goldcrest,54.6553032,8.9493627,2026-02-22 12:30,L53405505,Bordelumer Heide und Langenhorner Heide (gesamt),rural
Northern Lapwing,54.1849967,7.8877223,2026-02-22 12:25,L4421309,Helgoland--Kurgelände,urban
Northern Gannet,54.1863542,7.8832871,2026-02-22 12:04,L4421261,Helgoland--Nordostgelände,rural
Rock Pipit,54.1863542,7.8832871,2026-02-22 12:04,L4421261,Helgoland--Nordostgelände,rural
Common Murre,54.1881913,7.8813386,2026-02-22 11:55,L4421273,Helgoland--Nordoststrand,rural
Horned Grebe,54.1881913,7.8813386,2026-02-22 11:55,L4421273,Helgoland--Nordoststrand,rural
Northern Fulmar,54.1881913,7.8813386,2026-02-22 11:55,L4421273,Helgoland--Nordoststrand,rural
Eurasian Skylark,54.1881913,7.8813386,2026-02-22 11:55,L4421273,Helgoland--Nordoststrand,rural
Great Spotted Woodpecker,54.3477189,10.141069,2026-02-22 11:08,L1438885,"Forstbaumschule, Kiel",rural
Eurasian Nuthatch,54.3477189,10.141069,2026-02-22 11:08,L1438885,"Forstbaumschule, Kiel",rural
Eurasian Wren,54.3477189,10.141069,2026-02-22 11:08,L1438885,"Forstbaumschule, Kiel",rural
Eurasian Collared-Dove,54.41778,10.370848,2026-02-22 10:43,L58120877,"An den Salzwiesen 1, Schönberg (Holstein) DE-Schleswig-Holstein",urban
Eurasian Green Woodpecker,54.41778,10.370848,2026-02-22 10:43,L58120877,"An den Salzwiesen 1, Schönberg (Holstein) DE-Schleswig-Holstein",urban
Eurasian Jay,54.41778,10.370848,2026-02-22 10:43,L58120877,"An den Salzwiesen 1, Schönberg (Holstein) DE-Schleswig-Holstein",urban
Hooded Crow,54.41778,10.370848,2026-02-22 10:43,L58120877,"An den Salzwiesen 1, Schönberg (Holstein) DE-Schleswig-Holstein",urban
Redwing,54.41778,10.370848,2026-02-22 10:43,L58120877,"An den Salzwiesen 1, Schönberg (Holstein) DE-Schleswig-Holstein",urban
Rock Pigeon,54.3380409,10.1573768,2026-02-22 10:20,L1438888,"Kiellinie, Kiel",rural
Eurasian Moorhen,54.3380409,10.1573768,2026-02-22 10:20,L1438888,"Kiellinie, Kiel",rural
Common Gull,54.3380409,10.1573768,2026-02-22 10:20,L1438888,"Kiellinie, Kiel",rural
Little Grebe,54.3380409,10.1573768,2026-02-22 10:20,L1438888,"Kiellinie, Kiel",rural
Short-toed Treecreeper,54.3258855,10.1395616,2026-02-22 10:05,L16232964,"Ratsdienergarten, Kiel",urban
Smew,54.2209771,10.2881172,2026-02-22 09:53,L43127388,"Lankersee Nordteil, Kirchsee",rural
Gray Heron,54.2209771,10.2881172,2026-02-22 09:53,L43127388,"Lankersee Nordteil, Kirchsee",rural
Common Raven,54.2209771,10.2881172,2026-02-22 09:53,L43127388,"Lankersee Nordteil, Kirchsee",rural
European Starling,54.2209771,10.2881172,2026-02-22 09:53,L43127388,"Lankersee Nordteil, Kirchsee",rural
Dunnock,54.2209771,10.2881172,2026-02-22 09:53,L43127388,"Lankersee Nordteil, Kirchsee",rural
Eurasian Tree Sparrow,54.2209771,10.2881172,2026-02-22 09:53,L43127388,"Lankersee Nordteil, Kirchsee",rural
Barnacle Goose,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Whooper Swan,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Eurasian Wigeon,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Northern Pintail,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Common Pochard,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Tufted Duck,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Common Goldeneye,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Smew,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
European Golden-Plover,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Black-headed Gull,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Common Gull,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
European Herring Gull,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Great Black-backed Gull,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Lesser Black-backed Gull,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Common Buzzard,54.7086488,8.7494946,2026-02-23 17:10,L4428468,Fahretofter Westerkoog,rural
Common Shelduck,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Mallard,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Green-winged Teal,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Common Ringed Plover,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Northern Lapwing,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Eurasian Curlew,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Dunlin,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Carrion Crow,54.6895035,8.7585068,2026-02-23 16:50,L4428464,Hauke-Haien-Koog--Nordbecken,rural
Common Raven,54.3282371,10.1242813,2026-02-23 16:42,L12671474,"Schrevenpark, Kiel",rural
Common Wood-Pigeon,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Eurasian Magpie,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Eurasian Jackdaw,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Rook,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Eurasian Blue Tit,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Great Tit,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Eurasian Blackbird,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
European Robin,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
House Sparrow,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Common Chaffinch,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Eurasian Bullfinch,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
European Greenfinch,54.4034373,10.1564377,2026-02-23 16:18,L38945551,Dorf Pries - Kiel,urban
Common Eider,54.2646413,8.844265,2026-02-23 15:30,L5230706,Katinger Watt--Eider-Sperrwerk,rural
Eurasian Oystercatcher,54.2646413,8.844265,2026-02-23 15:30,L5230706,Katinger Watt--Eider-Sperrwerk,rural
Black-tailed Godwit,54.2646413,8.844265,2026-02-23 15:30,L5230706,Katinger Watt--Eider-Sperrwerk,rural
Great Cormorant,54.2646413,8.844265,2026-02-23 15:30,L5230706,Katinger Watt--Eider-Sperrwerk,rural
Marsh Tit,54.213725,9.939173,2026-02-23 14:21,L52384277,Melkenkamp Wohngebiet,urban
European Starling,54.213725,9.939173,2026-02-23 14:21,L52384277,Melkenkamp Wohngebiet,urban
Hawfinch,54.213725,9.939173,2026-02-23 14:21,L52384277,Melkenkamp Wohngebiet,urban
Rock Pigeon,54.177208,7.8849901,2026-02-23 13:49,L4450305,Helgoland--Kringel,rural
Stock Dove,54.177208,7.8849901,2026-02-23 13:49,L4450305,Helgoland--Kringel,rural
Gray Heron,54.177208,7.8849901,2026-02-23 13:49,L4450305,Helgoland--Kringel,rural
Eurasian Skylark,54.177208,7.8849901,2026-02-23 13:49,L4450305,Helgoland--Kringel,rural
Graylag Goose,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Red-breasted Merganser,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Eurasian Moorhen,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Eurasian Coot,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Ruddy Turnstone,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Sanderling,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Black Guillemot,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Razorbill,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Common Murre,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Black-legged Kittiwake,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Great Crested Grebe,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Northern Gannet,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Eurasian Sparrowhawk,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Eurasian Kestrel,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Carrion x Hooded Crow (hybrid),54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Mistle Thrush,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Fieldfare,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Meadow Pipit,54.1858411,7.9100917,2026-02-23 13:06,L1143865,Helgoland Düne (gesamt),rural
Eurasian Woodcock,54.1863542,7.8832871,2026-02-23 12:45,L4421261,Helgoland--Nordostgelände,rural
Eared Grebe,54.1863542,7.8832871,2026-02-23 12:45,L4421261,Helgoland--Nordostgelände,rural
Song Thrush,54.1863542,7.8832871,2026-02-23 12:45,L4421261,Helgoland--Nordostgelände,rural
European Goldfinch,54.1863542,7.8832871,2026-02-23 12:45,L4421261,Helgoland--Nordostgelände,rural
Common Scoter,54.1881913,7.8813386,2026-02-23 12:37,L4421273,Helgoland--Nordoststrand,rural
Northern Fulmar,54.1881913,7.8813386,2026-02-23 12:37,L4421273,Helgoland--Nordoststrand,rural
Pink-footed Goose,54.1860711,7.8774138,2026-02-23 12:25,L4421351,Helgoland--Oberland,urban
Mute Swan,54.3124597,10.1338178,2026-02-23 12:24,L12874658,"Hörn, Kiel",urban
Common Merganser,54.3124597,10.1338178,2026-02-23 12:24,L12874658,"Hörn, Kiel",urban
Northern Shoveler,54.6814994,8.7640858,2026-02-23 11:00,L27045141,Hauke-Haien-Koog--Mittelbecken,rural
Gray Partridge,53.384962,10.5819078,2026-02-23 10:49,L57962555,"Lanzer Weg, Buchhorst, Schleswig-Holstein, DE (53,385, 10,582)",rural
Ring-necked Pheasant,53.384962,10.5819078,2026-02-23 10:49,L57962555,"Lanzer Weg, Buchhorst, Schleswig-Holstein, DE (53,385, 10,582)",rural
Black-bellied Plover,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Eurasian Spoonbill,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Western Marsh Harrier,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Hen Harrier,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Bearded Reedling,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Rock Pipit,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Twite,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Reed Bunting,54.668024,8.7845782,2026-02-23 10:45,L8357055,Hauke-Haien-Koog--Südbecken,rural
Great Spotted Woodpecker,54.213725,9.939173,2026-02-23 10:32,L52384277,Melkenkamp Wohngebiet,urban
Eurasian Wren,54.213725,9.939173,2026-02-23 10:32,L52384277,Melkenkamp Wohngebiet,urban
Short-eared Owl,54.1545435,10.3742166,2026-02-23 09:52,L59128972,"Dörnick (54,155, 10,374)",rural
Gray Wagtail,54.6819671,8.7573745,2026-02-23 08:30,L53208501,Bäumchen und Gebüsch Schlüttsiel,rural
Common Redshank,54.4598748,9.9267038,2026-02-23 08:16,L8426619,Aschauer Lagune,rural
White-tailed Eagle,54.4598748,9.9267038,2026-02-23 08:16,L8426619,Aschauer Lagune,rural
Eurasian Collared-Dove,53.8292215,10.4999856,2026-02-24 17:45,L59126135,"19 Feldstraße, Reinfeld, Schleswig-Holstein, DE (53,829, 10,5)",urban
Mallard,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Common Wood-Pigeon,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Gray Heron,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Great Spotted Woodpecker,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Carrion Crow,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Eurasian Blue Tit,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Great Tit,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Goldcrest,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Eurasian Wren,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
Eurasian Blackbird,53.5861528,9.8168326,2026-02-24 17:15,L59127476,"125A Lütt Iserbrook, Hamburg, Hamburg, DE (53,586, 9,817)",rural
European Goldfinch,54.3346176,10.1206932,2026-02-24 17:10,L31457530,"Schauenburgerstrasse, Kiel",urban
Mute Swan,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Common Shelduck,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Tufted Duck,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Common Eider,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Oystercatcher,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Common Ringed Plover,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Eurasian Curlew,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Common Redshank,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Sanderling,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Black-headed Gull,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
European Herring Gull,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Great Black-backed Gull,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Great Cormorant,54.4182006,10.2371981,2026-02-24 16:50,L20274802,"Sandbänke Neustein, Laboe",rural
Graylag Goose,54.8682137,8.9548615,2026-02-24 15:20,L12572684,Schwansmoor und Kranichmoor (NSG),rural
Greater White-fronted Goose,54.8682137,8.9548615,2026-02-24 15:20,L12572684,Schwansmoor und Kranichmoor (NSG),rural
Stock Dove,54.8682137,8.9548615,2026-02-24 15:20,L12572684,Schwansmoor und Kranichmoor (NSG),rural
Black Woodpecker,54.8682137,8.9548615,2026-02-24 15:20,L12572684,Schwansmoor und Kranichmoor (NSG),rural
Common Raven,54.8682137,8.9548615,2026-02-24 15:20,L12572684,Schwansmoor und Kranichmoor (NSG),rural
European Starling,53.742601,10.30937,2026-02-24 15:11,L45019909,Dorfplatz,urban
Eurasian Bullfinch,53.742601,10.30937,2026-02-24 15:11,L45019909,Dorfplatz,urban
European Greenfinch,53.742601,10.30937,2026-02-24 15:11,L45019909,Dorfplatz,urban
Eurasian Jay,53.6786396,10.1930748,2026-02-24 15:09,L21209663,Bredenbeker Teich,rural
Eurasian Jackdaw,53.6786396,10.1930748,2026-02-24 15:09,L21209663,Bredenbeker Teich,rural
Eurasian Nuthatch,53.6786396,10.1930748,2026-02-24 15:09,L21209663,Bredenbeker Teich,rural
European Robin,53.6786396,10.1930748,2026-02-24 15:09,L21209663,Bredenbeker Teich,rural
House Sparrow,53.6786396,10.1930748,2026-02-24 15:09,L21209663,Bredenbeker Teich,rural
Eurasian Siskin,53.6786396,10.1930748,2026-02-24 15:09,L21209663,Bredenbeker Teich,rural
Whooper Swan,54.8942602,8.8548644,2026-02-24 15:00,L10903552,Haasberger See,rural
Northern Shoveler,54.8942602,8.8548644,2026-02-24 15:00,L10903552,Haasberger See,rural
Eurasian Wigeon,54.8942602,8.8548644,2026-02-24 15:00,L10903552,Haasberger See,rural
Common Buzzard,54.8942602,8.8548644,2026-02-24 15:00,L10903552,Haasberger See,rural
