date,region,wind_speed,species,count,obs_freq
2021-04-25,Süd,,Mallard,1,1
2021-04-25,Süd,,Eurasian Wigeon,1,1
2021-04-25,Süd,,Tufted Duck,1,1
2021-04-26,Nord,,Mallard,10,1
2021-04-26,Süd,,Mallard,1,1
2021-04-26,Süd,,Eurasian Wigeon,3,1
2021-04-26,Süd,,Tufted Duck,41,1
2021-04-27,Süd,,Mallard,1,1
2021-04-27,Süd,,Eurasian Wigeon,3,1
2021-04-27,Süd,,Tufted Duck,1,1
2021-04-28,Süd,,Mallard,6,1
2021-04-28,Süd,,Eurasian Wigeon,5,1
2021-04-28,Süd,,Tufted Duck,50,1
2021-04-29,Nord,,Mallard,10,1
2021-04-29,Süd,,Mallard,2,1
2021-04-29,Süd,,Tufted Duck,6,1
2021-04-30,Süd,,Mallard,1,1
2021-04-30,Süd,,Eurasian Wigeon,2,1
2021-04-30,Süd,,Tufted Duck,1,1
2021-05-01,Nord,,Mallard,6,1
2021-05-01,Nord,,Tufted Duck,1,1
2021-05-01,Süd,,Mallard,1,1
2021-05-01,Süd,,Eurasian Wigeon,1,1
2021-05-01,Süd,,Tufted Duck,15,1
2021-05-02,Nord,,Mallard,2,1
2021-05-02,Nord,,Tufted Duck,8,1
2021-05-02,Süd,,Mallard,2,1
2021-05-02,Süd,,Eurasian Wigeon,1,1
2021-05-02,Süd,,Tufted Duck,2,1
2021-05-03,Nord,,Mallard,1,1
2021-05-03,Süd,,Mallard,1,1
2021-05-03,Süd,,Eurasian Wigeon,4,1
2021-05-03,Süd,,Tufted Duck,4,1
2021-05-04,Süd,,Mallard,1,1
2021-05-04,Süd,,Eurasian Wigeon,1,1
2021-05-04,Süd,,Tufted Duck,12,1
2021-05-05,Nord,,Mallard,10,1
2021-05-05,Nord,,Tufted Duck,5,1
2021-05-05,Süd,,Mallard,5,1
2021-05-05,Süd,,Tufted Duck,8,1
2021-05-06,Süd,,Mallard,1,1
2021-05-06,Süd,,Eurasian Wigeon,1,1
2021-05-06,Süd,,Tufted Duck,1,1
2021-05-07,Süd,,Mallard,1,1
2021-05-07,Süd,,Tufted Duck,1,1
2021-05-08,Nord,,Mallard,6,1
2021-05-08,Nord,,Tufted Duck,10,1
2021-05-08,Süd,,Mallard,1,1
2021-05-08,Süd,,Eurasian Wigeon,2,1
2021-05-08,Süd,,Tufted Duck,2,1
2021-05-09,Nord,,Mallard,1,1
2021-05-09,Süd,,Mallard,2,1
2021-05-09,Süd,,Tufted Duck,1,1
2021-05-10,Süd,,Mallard,1,1
2021-05-10,Süd,,Eurasian Wigeon,1,1
2021-05-10,Süd,,Tufted Duck,2,1
2021-05-11,Süd,,Mallard,1,1
2021-05-11,Süd,,Eurasian Wigeon,3,1
2021-05-11,Süd,,Tufted Duck,4,1
2021-05-12,Süd,,Mallard,1,1
2021-05-12,Süd,,Tufted Duck,1,1
2021-05-13,Nord,,Mallard,3,1
2021-05-13,Nord,,Tufted Duck,19,1
2021-05-13,Süd,,Mallard,1,1
2021-05-13,Süd,,Eurasian Wigeon,1,1
2021-05-13,Süd,,Tufted Duck,1,1
2021-05-14,Süd,,Mallard,2,1
2021-05-14,Süd,,Eurasian Wigeon,1,1
2021-05-14,Süd,,Tufted Duck,1,1
2021-05-15,Nord,,Mallard,4,1
2021-05-15,Nord,,Tufted Duck,24,1
2021-05-15,Süd,,Mallard,10,1
2021-05-15,Süd,,Eurasian Wigeon,1,1
2021-05-15,Süd,,Tufted Duck,6,1
2021-05-16,Nord,,Mallard,24,1
2021-05-16,Nord,,Tufted Duck,4,1
2021-05-16,Süd,,Mallard,4,1
2021-05-16,Süd,,Tufted Duck,1,1
2021-05-17,Süd,,Mallard,4,1
2021-05-17,Süd,,Tufted Duck,7,1
2021-05-18,Süd,,Mallard,2,1
2021-05-18,Süd,,Tufted Duck,1,1
2021-05-19,Süd,,Mallard,2,1
2021-05-19,Süd,,Tufted Duck,4,1
2021-05-20,Süd,,Mallard,1,1
2021-05-20,Süd,,Tufted Duck,2,1
2021-05-21,Süd,,Mallard,2,1
2021-05-21,Süd,,Tufted Duck,2,1
2021-05-22,Nord,,Mallard,2,1
2021-05-22,Nord,,Tufted Duck,6,1
2021-05-22,Süd,,Mallard,2,1
2021-05-22,Süd,,Tufted Duck,6,1
2021-05-23,Süd,,Mallard,2,1
2021-05-23,Süd,,Tufted Duck,2,1
2021-05-24,Süd,,Mallard,3,1
2021-05-24,Süd,,Tufted Duck,1,1
2021-05-25,Süd,,Mallard,10,1
2021-05-25,Süd,,Tufted Duck,5,1
2021-05-26,Süd,,Mallard,1,1
2021-05-26,Süd,,Tufted Duck,8,1
2021-05-27,Süd,,Mallard,6,1
2021-05-27,Süd,,Tufted Duck,6,1
2021-05-28,Süd,,Mallard,1,1
2021-05-28,Süd,,Tufted Duck,1,1
2021-05-29,Nord,,Mallard,25,1
2021-05-29,Süd,,Mallard,3,1
2021-05-29,Süd,,Tufted Duck,17,1
2021-05-30,Nord,,Mallard,5,1
2021-05-30,Süd,,Mallard,10,1
2021-05-30,Süd,,Eurasian Wigeon,2,1
2021-05-30,Süd,,Tufted Duck,2,1
2021-05-31,Nord,,Mallard,6,1
2021-05-31,Nord,,Tufted Duck,2,1
2021-05-31,Süd,,Mallard,3,1
2021-05-31,Süd,,Tufted Duck,8,1
2021-06-01,Süd,,Mallard,1,1
2021-06-01,Süd,,Tufted Duck,1,1
2021-06-02,Süd,,Mallard,30,1
2021-06-02,Süd,,Tufted Duck,6,1
2021-06-03,Süd,,Mallard,13,1
2021-06-03,Süd,,Eurasian Wigeon,1,1
2021-06-03,Süd,,Tufted Duck,6,1
2021-06-04,Süd,,Mallard,1,1
2021-06-04,Süd,,Tufted Duck,2,1
2021-06-05,Süd,,Mallard,2,1
2021-06-05,Süd,,Tufted Duck,7,1
2021-06-06,Süd,,Mallard,1,1
2021-06-06,Süd,,Tufted Duck,5,1
2021-06-07,Nord,,Mallard,1,1
2021-06-07,Nord,,Tufted Duck,6,1
2021-06-07,Süd,,Mallard,4,1
2021-06-07,Süd,,Tufted Duck,5,1
2021-06-08,Nord,,Mallard,3,1
2021-06-08,Süd,,Mallard,7,1
2021-06-08,Süd,,Tufted Duck,2,1
2021-06-09,Süd,,Mallard,2,1
2021-06-09,Süd,,Tufted Duck,8,1
2021-06-10,Nord,,Mallard,6,1
2021-06-10,Nord,,Tufted Duck,2,1
2021-06-10,Süd,,Mallard,6,1
2021-06-10,Süd,,Tufted Duck,8,1
2021-06-11,Nord,,Mallard,1,1
2021-06-11,Süd,,Mallard,1,1
2021-06-11,Süd,,Tufted Duck,60,1
2021-06-12,Nord,,Mallard,35,1
2021-06-12,Süd,,Mallard,3,1
2021-06-12,Süd,,Tufted Duck,7,1
2021-06-13,Nord,,Mallard,4,1
2021-06-13,Nord,,Tufted Duck,9,1
2021-06-13,Süd,,Mallard,3,1
2021-06-13,Süd,,Tufted Duck,2,1
2021-06-14,Nord,,Mallard,7,1
2021-06-14,Süd,,Mallard,1,1
2021-06-14,Süd,,Tufted Duck,1,1
2021-06-15,Nord,,Mallard,1,1
2021-06-15,Süd,,Mallard,2,1
2021-06-15,Süd,,Tufted Duck,8,1
2021-06-16,Nord,,Mallard,9,1
2021-06-16,Nord,,Tufted Duck,1,1
2021-06-16,Süd,,Mallard,4,1
2021-06-16,Süd,,Tufted Duck,4,1
2021-06-17,Nord,,Mallard,3,1
2021-06-17,Nord,,Tufted Duck,5,1
2021-06-17,Süd,,Mallard,1,1
2021-06-17,Süd,,Tufted Duck,4,1
2021-06-18,Süd,,Mallard,1,1
2021-06-18,Süd,,Tufted Duck,2,1
2021-06-19,Nord,,Mallard,8,1
2021-06-19,Süd,,Mallard,6,1
2021-06-19,Süd,,Tufted Duck,1,1
2021-06-20,Süd,,Mallard,1,1
2021-06-20,Süd,,Eurasian Wigeon,2,1
2021-06-20,Süd,,Tufted Duck,1,1
2021-06-21,Süd,,Mallard,30,1
2021-06-21,Süd,,Tufted Duck,8,1
2021-06-22,Nord,,Mallard,6,1
2021-06-22,Süd,,Mallard,2,1
2021-06-22,Süd,,Tufted Duck,1,1
2021-06-23,Süd,,Mallard,4,1
2021-06-24,Nord,,Mallard,16,1
2021-06-24,Süd,,Mallard,15,1
2021-06-24,Süd,,Tufted Duck,1,1
2021-06-25,Süd,,Mallard,1,1
2021-06-25,Süd,,Tufted Duck,3,1
2021-06-26,Nord,,Mallard,6,1
2021-06-26,Süd,,Mallard,1,1
2021-06-26,Süd,,Tufted Duck,1,1
2021-06-27,Nord,,Mallard,7,1
2021-06-27,Nord,,Tufted Duck,2,1
2021-06-27,Süd,,Mallard,7,1
2021-06-27,Süd,,Tufted Duck,2,1
2021-06-28,Süd,,Mallard,2,1
2021-06-28,Süd,,Tufted Duck,4,1
2021-06-29,Nord,,Mallard,10,1
2021-06-29,Süd,,Mallard,2,1
2021-06-29,Süd,,Tufted Duck,2,1
2021-06-30,Nord,,Mallard,26,1
2021-06-30,Nord,,Tufted Duck,12,1
2021-06-30,Süd,,Mallard,5,1
2021-06-30,Süd,,Tufted Duck,20,1
2021-07-01,Süd,,Mallard,1,1
2021-07-01,Süd,,Tufted Duck,2,1
2021-07-02,Süd,,Mallard,2,1
2021-07-02,Süd,,Tufted Duck,3,1
2021-07-03,Nord,,Mallard,5,1
2021-07-03,Nord,,Tufted Duck,3,1
2021-07-03,Süd,,Mallard,5,1
2021-07-03,Süd,,Tufted Duck,1,1
2021-07-04,Süd,,Mallard,12,1
2021-07-04,Süd,,Tufted Duck,1,1
2021-07-05,Süd,,Mallard,3,1
2021-07-05,Süd,,Tufted Duck,3,1
2021-07-06,Süd,,Mallard,1,1
2021-07-06,Süd,,Tufted Duck,1,1
2021-07-07,Süd,,Mallard,1,1
2021-07-07,Süd,,Tufted Duck,1,1
2021-07-08,Nord,,Mallard,1,1
2021-07-08,Nord,,Tufted Duck,10,1
2021-07-08,Süd,,Mallard,30,1
2021-07-09,Süd,,Mallard,1,1
2021-07-09,Süd,,Tufted Duck,1,1
2021-07-10,Süd,,Mallard,1,1
2021-07-10,Süd,,Eurasian Wigeon,1,1
2021-07-10,Süd,,Tufted Duck,6,1
2021-07-11,Süd,,Mallard,16,1
2021-07-11,Süd,,Tufted Duck,3,1
2021-07-12,Süd,,Mallard,17,1
2021-07-12,Süd,,Tufted Duck,2,1
2021-07-13,Nord,,Mallard,1,1
2021-07-13,Süd,,Mallard,15,1
2021-07-13,Süd,,Tufted Duck,2,1
2021-07-14,Süd,,Mallard,6,1
2021-07-14,Süd,,Eurasian Wigeon,1,1
2021-07-14,Süd,,Tufted Duck,10,1
2021-07-15,Nord,,Mallard,1,1
2021-07-15,Süd,,Mallard,10,1
2021-07-16,Nord,,Mallard,17,1
2021-07-16,Süd,,Mallard,3,1
2021-07-16,Süd,,Tufted Duck,6,1
2021-07-17,Süd,,Mallard,1,1
2021-07-17,Süd,,Tufted Duck,8,1
2021-07-18,Süd,,Mallard,10,1
2021-07-18,Süd,,Tufted Duck,8,1
2021-07-19,Süd,,Mallard,11,1
2021-07-19,Süd,,Tufted Duck,2,1
2021-07-20,Süd,,Mallard,32,1
2021-07-20,Süd,,Tufted Duck,4,1
2021-07-21,Süd,,Mallard,6,1
2021-07-21,Süd,,Tufted Duck,1,1
2021-07-22,Nord,,Tufted Duck,1,1
2021-07-22,Süd,,Mallard,8,1
2021-07-22,Süd,,Tufted Duck,24,1
2021-07-23,Süd,,Mallard,1,1
2021-07-23,Süd,,Tufted Duck,1,1
2021-07-24,Süd,,Mallard,29,1
2021-07-24,Süd,,Eurasian Wigeon,1,1
2021-07-24,Süd,,Tufted Duck,5,1
2021-07-25,Süd,,Mallard,1,1
2021-07-25,Süd,,Tufted Duck,9,1
2021-07-26,Süd,,Mallard,1,1
2021-07-26,Süd,,Tufted Duck,1,1
2021-07-27,Süd,,Mallard,3,1
2021-07-27,Süd,,Tufted Duck,1,1
2021-07-28,Nord,,Mallard,1,1
2021-07-28,Süd,,Mallard,3,1
2021-07-29,Süd,,Mallard,4,1
2021-07-29,Süd,,Tufted Duck,1,1
2021-07-30,Süd,,Mallard,1,1
2021-07-30,Süd,,Tufted Duck,1,1
2021-07-31,Süd,,Mallard,30,1
2021-07-31,Süd,,Tufted Duck,7,1
2021-08-01,Nord,,Mallard,20,1
2021-08-01,Süd,,Mallard,5,1
2021-08-01,Süd,,Tufted Duck,1,1
2021-08-02,Süd,,Mallard,7,1
2021-08-02,Süd,,Tufted Duck,120,1
2021-08-03,Süd,,Mallard,10,1
2021-08-03,Süd,,Tufted Duck,4,1
2021-08-04,Nord,,Mallard,35,1
2021-08-04,Nord,,Tufted Duck,3,1
2021-08-04,Süd,,Mallard,1,1
2021-08-04,Süd,,Tufted Duck,1,1
2021-08-05,Süd,,Mallard,2,1
2021-08-05,Süd,,Tufted Duck,24,1
2021-08-06,Nord,,Mallard,12,1
2021-08-06,Süd,,Mallard,5,1
2021-08-06,Süd,,Tufted Duck,1,1
2021-08-07,Süd,,Mallard,20,1
2021-08-07,Süd,,Tufted Duck,12,1
2021-08-08,Süd,,Mallard,30,1
2021-08-08,Süd,,Tufted Duck,1,1
2021-08-09,Nord,,Mallard,15,1
2021-08-09,Süd,,Mallard,1,1
2021-08-09,Süd,,Tufted Duck,1,1
2021-08-10,Süd,,Mallard,5,1
2021-08-10,Süd,,Tufted Duck,7,1
2021-08-11,Süd,,Mallard,27,1
2021-08-11,Süd,,Tufted Duck,40,1
2021-08-12,Süd,,Mallard,1,1
2021-08-12,Süd,,Tufted Duck,1,1
2021-08-13,Süd,,Mallard,1,1
2021-08-13,Süd,,Tufted Duck,10,1
2021-08-14,Süd,,Mallard,1,1
2021-08-14,Süd,,Tufted Duck,1,1
2021-08-15,Süd,,Mallard,1,1
2021-08-15,Süd,,Tufted Duck,1,1
2021-08-16,Süd,,Mallard,1,1
2021-08-16,Süd,,Tufted Duck,4,1
2021-08-17,Süd,,Mallard,5,1
2021-08-17,Süd,,Tufted Duck,1,1
2021-08-18,Süd,,Mallard,1,1
2021-08-18,Süd,,Tufted Duck,30,1
2021-08-19,Süd,,Mallard,6,1
2021-08-19,Süd,,Tufted Duck,20,1
2021-08-20,Nord,,Mallard,17,1
2021-08-20,Süd,,Mallard,1,1
2021-08-20,Süd,,Tufted Duck,1,1
2021-08-21,Süd,,Mallard,46,1
2021-08-21,Süd,,Eurasian Wigeon,1,1
2021-08-21,Süd,,Tufted Duck,6,1
2021-08-22,Süd,,Mallard,1,1
2021-08-22,Süd,,Tufted Duck,6,1
2021-08-23,Nord,,Mallard,11,1
2021-08-23,Süd,,Mallard,5,1
2021-08-23,Süd,,Tufted Duck,8,1
2021-08-24,Nord,,Mallard,38,1
2021-08-24,Süd,,Mallard,5,1
2021-08-24,Süd,,Tufted Duck,6,1
2021-08-25,Nord,,Mallard,5,1
2021-08-25,Nord,,Tufted Duck,5,1
2021-08-25,Süd,,Mallard,1,1
2021-08-25,Süd,,Tufted Duck,2,1
2021-08-26,Nord,,Mallard,6,1
2021-08-26,Süd,,Mallard,2,1
2021-08-26,Süd,,Tufted Duck,1,1
2021-08-27,Süd,,Mallard,13,1
2021-08-27,Süd,,Tufted Duck,3,1
2021-08-28,Süd,,Mallard,12,1
2021-08-28,Süd,,Tufted Duck,15,1
2021-08-29,Süd,,Mallard,10,1
2021-08-29,Süd,,Tufted Duck,1,1
2021-08-30,Nord,,Mallard,2,1
2021-08-30,Süd,,Mallard,1,1
2021-08-30,Süd,,Tufted Duck,1,1
2021-08-31,Süd,,Mallard,1,1
2021-08-31,Süd,,Eurasian Wigeon,1,1
2021-08-31,Süd,,Tufted Duck,5,1
2021-09-01,Süd,,Mallard,2,1
2021-09-01,Süd,,Eurasian Wigeon,1,1
2021-09-01,Süd,,Tufted Duck,6,1
2021-09-02,Süd,,Mallard,1,1
2021-09-02,Süd,,Tufted Duck,1,1
2021-09-03,Süd,,Mallard,1,1
2021-09-03,Süd,,Tufted Duck,1,1
2021-09-04,Süd,,Mallard,16,1
2021-09-04,Süd,,Tufted Duck,1,1
2021-09-05,Süd,,Mallard,3,1
2021-09-05,Süd,,Tufted Duck,8,1
2021-09-06,Süd,,Mallard,2,1
2021-09-06,Süd,,Eurasian Wigeon,1,1
2021-09-06,Süd,,Tufted Duck,1,1
2021-09-07,Nord,,Mallard,95,1
2021-09-07,Nord,,Tufted Duck,26,1
2021-09-07,Süd,,Mallard,12,1
2021-09-07,Süd,,Eurasian Wigeon,1,1
2021-09-07,Süd,,Tufted Duck,21,1
2021-09-08,Süd,,Mallard,145,1
2021-09-08,Süd,,Tufted Duck,1,1
2021-09-09,Süd,,Mallard,2,1
2021-09-09,Süd,,Tufted Duck,2,1
2021-09-10,Nord,,Mallard,14,1
2021-09-10,Nord,,Tufted Duck,2,1
2021-09-10,Süd,,Mallard,7,1
2021-09-10,Süd,,Eurasian Wigeon,6,1
2021-09-10,Süd,,Tufted Duck,1,1
2021-09-11,Nord,,Mallard,5,1
2021-09-11,Süd,,Mallard,3,1
2021-09-11,Süd,,Eurasian Wigeon,4,1
2021-09-11,Süd,,Tufted Duck,22,1
2021-09-12,Süd,,Mallard,1,1
2021-09-12,Süd,,Eurasian Wigeon,1,1
2021-09-12,Süd,,Tufted Duck,56,1
2021-09-13,Süd,,Mallard,7,1
2021-09-14,Nord,,Mallard,14,1
2021-09-14,Süd,,Mallard,2,1
2021-09-14,Süd,,Eurasian Wigeon,2,1
2021-09-14,Süd,,Tufted Duck,1,1
2021-09-15,Süd,,Mallard,1,1
2021-09-15,Süd,,Tufted Duck,1,1
2021-09-16,Nord,,Mallard,9,1
2021-09-16,Nord,,Tufted Duck,3,1
2021-09-16,Süd,,Mallard,1,1
2021-09-17,Nord,,Mallard,18,1
2021-09-17,Nord,,Tufted Duck,4,1
2021-09-17,Süd,,Mallard,1,1
2021-09-17,Süd,,Tufted Duck,10,1
2021-09-18,Nord,,Mallard,1,1
2021-09-18,Süd,,Mallard,11,1
2021-09-18,Süd,,Eurasian Wigeon,1,1
2021-09-18,Süd,,Tufted Duck,1,1
2021-09-19,Nord,,Mallard,20,1
2021-09-19,Süd,,Mallard,12,1
2021-09-19,Süd,,Eurasian Wigeon,1,1
2021-09-19,Süd,,Tufted Duck,2,1
2021-09-20,Süd,,Mallard,4,1
2021-09-20,Süd,,Eurasian Wigeon,6,1
2021-09-20,Süd,,Tufted Duck,15,1
2021-09-21,Süd,,Mallard,1,1
2021-09-21,Süd,,Eurasian Wigeon,5,1
2021-09-21,Süd,,Tufted Duck,40,1
2021-09-22,Süd,,Mallard,1,1
2021-09-22,Süd,,Eurasian Wigeon,10,1
2021-09-22,Süd,,Tufted Duck,120,1
2021-09-23,Nord,,Mallard,13,1
2021-09-23,Nord,,Tufted Duck,5,1
2021-09-23,Süd,,Mallard,1,1
2021-09-23,Süd,,Eurasian Wigeon,20,1
2021-09-23,Süd,,Tufted Duck,4,1
2021-09-24,Süd,,Mallard,1,1
2021-09-24,Süd,,Eurasian Wigeon,1,1
2021-09-24,Süd,,Tufted Duck,3,1
2021-09-25,Nord,,Mallard,15,1
2021-09-25,Süd,,Mallard,5,1
2021-09-25,Süd,,Eurasian Wigeon,1,1
2021-09-25,Süd,,Tufted Duck,8,1
2021-09-26,Süd,,Mallard,1,1
2021-09-26,Süd,,Eurasian Wigeon,25,1
2021-09-26,Süd,,Tufted Duck,1,1
2021-09-27,Süd,,Mallard,10,1
2021-09-27,Süd,,Eurasian Wigeon,5,1
2021-09-27,Süd,,Tufted Duck,5,1
2021-09-28,Süd,,Mallard,1,1
2021-09-28,Süd,,Eurasian Wigeon,7,1
2021-09-28,Süd,,Tufted Duck,2,1
2021-09-29,Süd,,Mallard,7,1
2021-09-29,Süd,,Eurasian Wigeon,33,1
2021-09-29,Süd,,Tufted Duck,37,1
2021-09-30,Süd,,Mallard,30,1
2021-09-30,Süd,,Eurasian Wigeon,1,1
2021-09-30,Süd,,Tufted Duck,8,1
2021-10-01,Nord,,Mallard,16,1
2021-10-01,Nord,,Eurasian Wigeon,2,1
2021-10-01,Nord,,Tufted Duck,36,1
2021-10-01,Süd,,Mallard,52,1
2021-10-01,Süd,,Eurasian Wigeon,7,1
2021-10-01,Süd,,Tufted Duck,4,1
2021-10-02,Süd,,Mallard,5,1
2021-10-02,Süd,,Eurasian Wigeon,15,1
2021-10-02,Süd,,Tufted Duck,9,1
2021-10-03,Nord,,Mallard,4,1
2021-10-03,Süd,,Mallard,2,1
2021-10-03,Süd,,Eurasian Wigeon,20,1
2021-10-03,Süd,,Tufted Duck,1,1
2021-10-04,Nord,,Mallard,1,1
2021-10-04,Süd,,Mallard,1,1
2021-10-04,Süd,,Eurasian Wigeon,5,1
2021-10-04,Süd,,Tufted Duck,1,1
2021-10-05,Süd,,Mallard,20,1
2021-10-05,Süd,,Eurasian Wigeon,1,1
2021-10-05,Süd,,Tufted Duck,59,1
2021-10-06,Nord,,Mallard,4,1
2021-10-06,Süd,,Mallard,64,1
2021-10-06,Süd,,Tufted Duck,1,1
2021-10-07,Nord,,Mallard,10,1
2021-10-07,Süd,,Mallard,34,1
2021-10-07,Süd,,Tufted Duck,3,1
2021-10-08,Nord,,Mallard,14,1
2021-10-08,Nord,,Tufted Duck,2,1
2021-10-08,Süd,,Mallard,55,1
2021-10-08,Süd,,Eurasian Wigeon,60,1
2021-10-08,Süd,,Tufted Duck,2,1
2021-10-09,Nord,,Mallard,36,1
2021-10-09,Nord,,Eurasian Wigeon,12,1
2021-10-09,Süd,,Mallard,6,1
2021-10-09,Süd,,Eurasian Wigeon,5,1
2021-10-09,Süd,,Tufted Duck,21,1
2021-10-10,Süd,,Mallard,2,1
2021-10-10,Süd,,Eurasian Wigeon,27,1
2021-10-10,Süd,,Tufted Duck,2,1
2021-10-11,Süd,,Mallard,2,1
2021-10-11,Süd,,Tufted Duck,11,1
2021-10-12,Süd,,Mallard,1,1
2021-10-12,Süd,,Tufted Duck,4,1
2021-10-13,Süd,,Mallard,22,1
2021-10-13,Süd,,Tufted Duck,70,1
2021-10-14,Süd,,Mallard,29,1
2021-10-14,Süd,,Eurasian Wigeon,2,1
2021-10-14,Süd,,Tufted Duck,4,1
2021-10-15,Nord,,Tufted Duck,1,1
2021-10-15,Süd,,Mallard,6,1
2021-10-15,Süd,,Eurasian Wigeon,2,1
2021-10-15,Süd,,Tufted Duck,7,1
2021-10-16,Nord,,Mallard,14,1
2021-10-16,Süd,,Mallard,1,1
2021-10-16,Süd,,Eurasian Wigeon,1,1
2021-10-16,Süd,,Tufted Duck,1,1
2021-10-17,Süd,,Mallard,12,1
2021-10-17,Süd,,Eurasian Wigeon,15,1
2021-10-17,Süd,,Tufted Duck,1,1
2021-10-18,Nord,,Mallard,20,1
2021-10-18,Nord,,Eurasian Wigeon,70,1
2021-10-18,Nord,,Tufted Duck,2,1
2021-10-18,Süd,,Mallard,5,1
2021-10-18,Süd,,Eurasian Wigeon,3,1
2021-10-18,Süd,,Tufted Duck,1,1
2021-10-19,Nord,,Mallard,7,1
2021-10-19,Süd,,Mallard,2,1
2021-10-19,Süd,,Eurasian Wigeon,12,1
2021-10-20,Nord,,Mallard,8,1
2021-10-20,Nord,,Eurasian Wigeon,60,1
2021-10-20,Nord,,Tufted Duck,2,1
2021-10-20,Süd,,Mallard,5,1
2021-10-20,Süd,,Eurasian Wigeon,5,1
2021-10-20,Süd,,Tufted Duck,50,1
2021-10-21,Süd,,Mallard,1,1
2021-10-21,Süd,,Eurasian Wigeon,1,1
2021-10-21,Süd,,Tufted Duck,2,1
2021-10-22,Süd,,Mallard,12,1
2021-10-22,Süd,,Eurasian Wigeon,2,1
2021-10-22,Süd,,Tufted Duck,19,1
2021-10-23,Nord,,Mallard,4,1
2021-10-23,Süd,,Mallard,1,1
2021-10-23,Süd,,Eurasian Wigeon,10,1
2021-10-23,Süd,,Tufted Duck,1,1
2021-10-24,Süd,,Mallard,1,1
2021-10-24,Süd,,Eurasian Wigeon,2,1
2021-10-24,Süd,,Tufted Duck,1,1
2021-10-25,Süd,,Mallard,40,1
2021-10-25,Süd,,Eurasian Wigeon,1,1
2021-10-25,Süd,,Tufted Duck,5,1
2021-10-26,Süd,,Mallard,1,1
2021-10-26,Süd,,Tufted Duck,1,1
2021-10-27,Nord,,Mallard,30,1
2021-10-27,Süd,,Mallard,2,1
2021-10-28,Nord,,Mallard,30,1
2021-10-29,Süd,,Mallard,4,1
2021-10-29,Süd,,Tufted Duck,8,1
2021-10-30,Nord,,Mallard,5,1
2021-10-30,Nord,,Tufted Duck,4,1
2021-10-30,Süd,,Mallard,15,1
2021-10-30,Süd,,Eurasian Wigeon,14,1
2021-10-30,Süd,,Tufted Duck,12,1
2021-10-31,Nord,,Mallard,5,1
2021-10-31,Nord,,Eurasian Wigeon,1,1
2021-10-31,Nord,,Tufted Duck,6,1
2021-10-31,Süd,,Mallard,1,1
2021-10-31,Süd,,Eurasian Wigeon,11,1
2021-10-31,Süd,,Tufted Duck,5,1
2021-11-01,Süd,,Mallard,1,1
2021-11-01,Süd,,Tufted Duck,3,1
2021-11-02,Süd,,Mallard,12,1
2021-11-02,Süd,,Tufted Duck,1,1
2021-11-03,Süd,,Mallard,46,1
2021-11-03,Süd,,Eurasian Wigeon,9,1
2021-11-03,Süd,,Tufted Duck,6,1
2021-11-04,Süd,,Mallard,3,1
2021-11-05,Nord,,Mallard,8,1
2021-11-05,Süd,,Mallard,8,1
2021-11-05,Süd,,Eurasian Wigeon,8,1
2021-11-05,Süd,,Tufted Duck,45,1
2021-11-06,Süd,,Mallard,1,1
2021-11-06,Süd,,Eurasian Wigeon,1,1
2021-11-06,Süd,,Tufted Duck,1,1
2021-11-07,Nord,,Mallard,1,1
2021-11-07,Nord,,Tufted Duck,1,1
2021-11-07,Süd,,Mallard,1,1
2021-11-07,Süd,,Eurasian Wigeon,1,1
2021-11-07,Süd,,Tufted Duck,1,1
2021-11-08,Süd,,Mallard,3,1
2021-11-08,Süd,,Tufted Duck,14,1
2021-11-09,Nord,,Mallard,18,1
2021-11-09,Nord,,Eurasian Wigeon,60,1
2021-11-09,Nord,,Tufted Duck,18,1
2021-11-09,Süd,,Mallard,1,1
2021-11-09,Süd,,Eurasian Wigeon,1,1
2021-11-09,Süd,,Tufted Duck,1,1
2021-11-10,Nord,,Tufted Duck,2,1
2021-11-10,Süd,,Mallard,75,1
2021-11-10,Süd,,Tufted Duck,70,1
2021-11-11,Süd,,Mallard,5,1
2021-11-12,Süd,,Mallard,12,1
2021-11-12,Süd,,Tufted Duck,10,1
2021-11-13,Süd,,Mallard,5,1
2021-11-13,Süd,,Tufted Duck,6,1
2021-11-14,Süd,,Mallard,1,1
2021-11-14,Süd,,Eurasian Wigeon,1,1
2021-11-14,Süd,,Tufted Duck,1,1
2021-11-15,Nord,,Mallard,13,1
2021-11-15,Nord,,Tufted Duck,1,1
2021-11-15,Süd,,Mallard,14,1
2021-11-15,Süd,,Tufted Duck,5,1
2021-11-16,Süd,,Mallard,16,1
2021-11-16,Süd,,Tufted Duck,20,1
2021-11-17,Süd,,Mallard,5,1
2021-11-17,Süd,,Eurasian Wigeon,10,1
2021-11-17,Süd,,Tufted Duck,1,1
2021-11-18,Süd,,Mallard,2,1
2021-11-18,Süd,,Tufted Duck,90,1
2021-11-19,Süd,,Mallard,17,1
2021-11-19,Süd,,Eurasian Wigeon,3,1
2021-11-19,Süd,,Tufted Duck,1,1
2021-11-20,Süd,,Mallard,4,1
2021-11-20,Süd,,Tufted Duck,1,1
2021-11-21,Nord,,Mallard,13,1
2021-11-21,Süd,,Mallard,46,1
2021-11-21,Süd,,Eurasian Wigeon,2,1
2021-11-21,Süd,,Tufted Duck,11,1
2021-11-22,Süd,,Mallard,12,1
