date,status,observation_count,sum_howMany_birds,pm2_5_mean,no2_mean,diff_howMany,diff_pm2_5_mean,diff_no2_mean
2025-05-15,200,66,167.0,1.2672,1.712,58.0,-5.5703999999999985,-2.7947999999999995
2025-05-16,200,51,206.0,1.1247999999999998,2.9376,39.0,-0.1424000000000003,1.2256000000000002
2025-05-17,200,69,170.0,1.3439999999999994,2.468,-36.0,0.21919999999999962,-0.46960000000000024
2025-05-18,200,82,272.0,0.7563999999999999,1.7464,102.0,-0.5875999999999996,-0.7216
2025-05-19,200,52,141.0,1.0592,2.903599999999999,-131.0,0.30280000000000007,1.1571999999999991
2025-05-20,200,92,321.0,3.481199999999999,5.8524,180.0,2.421999999999999,2.948800000000001
2025-05-21,200,52,166.0,4.1604,4.154,-155.0,0.6792000000000011,-1.6984000000000004
2025-05-22,200,37,114.0,1.8652,2.3171999999999997,-52.0,-2.2952000000000004,-1.8368000000000002
2025-05-23,200,57,218.0,0.8563999999999997,2.654,104.0,-1.0088000000000004,0.3368000000000002
2025-05-24,200,101,189.0,2.3923999999999994,3.3696,-29.0,1.5359999999999996,0.7156000000000002
2025-05-25,200,71,179.0,2.158799999999999,2.6743999999999994,-10.0,-0.23360000000000047,-0.6952000000000007
2025-05-26,200,80,303.0,1.768,3.0268,124.0,-0.3907999999999989,0.3524000000000007
2025-05-27,200,62,153.0,2.3548,3.483200000000001,-150.0,0.5868,0.4564000000000008
2025-05-28,200,57,236.0,0.6955999999999999,3.6676,83.0,-1.6592000000000002,0.18439999999999923
2025-05-29,200,79,237.0,2.4364,2.7064,1.0,1.7408000000000001,-0.9612000000000003
2025-05-30,200,52,184.0,2.8276,3.5328000000000004,-53.0,0.3912,0.8264000000000005
2025-05-31,200,79,166.0,3.1624,3.729199999999999,-18.0,0.3348,0.1963999999999988
2025-06-01,200,75,239.0,1.7904,2.8748,73.0,-1.3719999999999999,-0.8543999999999992
2025-06-02,200,55,139.0,2.0184,3.791200000000001,-100.0,0.2280000000000002,0.9164000000000008
2025-06-03,200,43,139.0,3.0752,3.5367999999999995,0.0,1.0568,-0.2544000000000013
2025-06-04,200,21,65.0,1.0348000000000004,3.1372000000000004,-74.0,-2.0404,-0.39959999999999907
2025-06-05,200,49,206.0,1.1428000000000005,2.8624,141.0,0.1080000000000001,-0.2748000000000004
2025-06-06,200,44,102.0,0.5828,2.2392,-104.0,-0.5600000000000005,-0.6232000000000002
2025-06-07,200,46,114.0,0.5723999999999999,1.9712,12.0,-0.010400000000000076,-0.2679999999999998
2025-06-08,200,49,117.0,0.5988000000000001,1.5075999999999998,3.0,0.0264000000000002,-0.46360000000000023
2025-06-09,200,91,228.0,1.1704,2.8572,111.0,0.5716,1.3496000000000004
2025-06-10,200,28,130.0,3.3211999999999997,3.434400000000001,-98.0,2.1507999999999994,0.5772000000000008
2025-06-11,200,58,156.0,1.8696,2.9232,26.0,-1.4515999999999998,-0.511200000000001
2025-06-12,200,63,307.0,3.6732,3.306000000000001,151.0,1.8036,0.3828000000000009
2025-06-13,200,55,154.0,4.4704,2.724,-153.0,0.7971999999999997,-0.5820000000000007
2025-06-14,200,79,226.0,7.591600000000002,2.7204,72.0,3.1212000000000026,-0.0036000000000000476
2025-06-15,200,83,236.0,8.1872,2.67,10.0,0.5955999999999984,-0.05040000000000022
2025-06-16,200,73,127.0,2.1596,2.4584,-109.0,-6.0276000000000005,-0.2115999999999998
2025-06-17,200,52,293.0,3.1779999999999995,3.6124,166.0,1.0183999999999993,1.154
2025-06-18,200,23,73.0,5.469200000000001,3.5284000000000004,-220.0,2.2912000000000012,-0.08399999999999963
2025-06-19,200,31,126.0,2.9416,2.293200000000001,53.0,-2.5276000000000005,-1.2351999999999994
2025-06-20,200,44,139.0,2.3236000000000003,3.13,13.0,-0.6179999999999999,0.8367999999999989
2025-06-21,200,83,301.0,3.96,3.8316,162.0,1.6363999999999996,0.7016
2025-06-22,200,66,270.0,5.1756,3.2655999999999987,-31.0,1.2156000000000002,-0.5660000000000012
2025-06-23,200,65,252.0,2.6148,2.1008,-18.0,-2.5608000000000004,-1.1647999999999987
2025-06-24,200,56,588.0,2.766800000000001,2.17,336.0,0.15200000000000102,0.06919999999999993
2025-06-25,200,71,180.0,2.8908000000000005,2.7112,-408.0,0.12399999999999967,0.5411999999999999
2025-06-26,200,44,97.0,2.8992,2.9132000000000007,-83.0,0.008399999999999519,0.20200000000000085
2025-06-27,200,34,95.0,1.898,3.514,-2.0,-1.0012,0.6007999999999991
2025-06-28,200,58,191.0,3.8076,2.5552,96.0,1.9096,-0.9587999999999997
2025-06-29,200,67,205.0,2.6448,1.746,14.0,-1.1627999999999998,-0.8092000000000001
2025-06-30,200,56,133.0,2.4684000000000004,2.640000000000001,-72.0,-0.17639999999999967,0.894000000000001
2025-07-01,200,35,111.0,3.837600000000001,3.901199999999999,-22.0,1.3692000000000006,1.2611999999999979
2025-07-02,200,56,203.0,11.588400000000002,4.7572,92.0,7.750800000000001,0.8560000000000012
2025-07-03,200,52,198.0,3.6256,2.9384,-5.0,-7.962800000000001,-1.8188
2025-07-04,200,27,50.0,1.6979999999999995,3.9556,-148.0,-1.9276000000000004,1.0171999999999999
2025-07-05,200,59,238.0,4.3752,3.6148,188.0,2.677200000000001,-0.3408000000000002
2025-07-06,200,48,122.0,3.7803999999999984,2.8471999999999995,-116.0,-0.594800000000002,-0.7676000000000003
2025-07-07,200,46,275.0,1.1484,2.7924,153.0,-2.6319999999999983,-0.054799999999999294
2025-07-08,200,28,205.0,0.7791999999999999,2.3791999999999995,-70.0,-0.3692000000000002,-0.4132000000000007
2025-07-09,200,58,108.0,1.2484000000000004,2.3124,-97.0,0.4692000000000005,-0.06679999999999975
2025-07-10,200,44,122.0,2.0472,3.0648,14.0,0.7987999999999997,0.7524000000000002
2025-07-11,200,46,278.0,1.5592,3.2083999999999997,156.0,-0.4880000000000002,0.14359999999999973
2025-07-12,200,23,68.0,2.0040000000000004,2.6432,-210.0,0.44480000000000053,-0.5651999999999995
2025-07-13,200,77,1414.0,1.3628,3.0396,1346.0,-0.6412000000000004,0.39639999999999986
2025-07-14,200,56,135.0,2.9323999999999995,3.2228,-1279.0,1.5695999999999994,0.1831999999999998
2025-07-15,200,30,81.0,4.1956,3.7096,-54.0,1.2632000000000003,0.4868000000000001
2025-07-16,200,36,85.0,2.258,3.7136,4.0,-1.9375999999999998,0.0040000000000000036
2025-07-17,200,45,2166.0,1.6376,3.6336,2081.0,-0.6204000000000001,-0.08000000000000007
2025-07-18,200,76,904.0,2.41,3.466400000000001,-1262.0,0.7724000000000002,-0.1671999999999989
2025-07-19,200,52,861.0,3.9064,3.585200000000001,-43.0,1.4964,0.1187999999999998
2025-07-20,200,46,280.0,4.5124,3.6244,-581.0,0.6060000000000003,0.039199999999999235
2025-07-21,200,35,713.0,2.5776,4.626,433.0,-1.9348000000000005,1.0016000000000003
2025-07-22,200,24,96.0,1.0108,2.7016,-617.0,-1.5668,-1.9244000000000003
2025-07-23,200,17,84.0,1.5012,2.628,-12.0,0.49040000000000017,-0.07359999999999989
2025-07-24,200,68,1888.0,2.2808,5.634,1804.0,0.7796000000000001,3.0060000000000002
2025-07-25,200,49,211.0,2.1832,4.558400000000001,-1677.0,-0.09760000000000035,-1.0755999999999997
2025-07-26,200,65,718.0,1.4899999999999998,2.9832000000000005,507.0,-0.6932,-1.5752000000000002
2025-07-27,200,53,543.0,2.2108,3.6004,-175.0,0.7208000000000001,0.6171999999999995
2025-07-28,200,53,511.0,1.4632000000000005,2.8448,-32.0,-0.7475999999999994,-0.7555999999999998
2025-07-29,200,46,449.0,0.9428,2.514,-62.0,-0.5204000000000005,-0.3308000000000004
2025-07-30,200,22,218.0,1.8124,4.218,-231.0,0.8696,1.7040000000000002
2025-07-31,200,25,55.0,1.9384,4.2392,-163.0,0.1259999999999999,0.02120000000000033
2025-08-01,200,50,121.0,1.53,4.2828,66.0,-0.4083999999999999,0.04359999999999964
2025-08-02,200,68,937.0,0.8656,3.7508,816.0,-0.6644,-0.532
2025-08-03,200,52,663.0,1.0044000000000002,2.4007999999999994,-274.0,0.13880000000000015,-1.3500000000000005
2025-08-04,200,36,103.0,1.612,3.1431999999999998,-560.0,0.6075999999999999,0.7424000000000004
2025-08-05,200,30,208.0,2.6623999999999994,4.4152,105.0,1.0503999999999993,1.2719999999999998
2025-08-06,200,45,638.0,2.2252000000000005,4.9772,430.0,-0.4371999999999989,0.5620000000000003
2025-08-07,200,37,132.0,4.258799999999999,6.428399999999999,-506.0,2.0335999999999985,1.4511999999999992
2025-08-08,200,46,406.0,5.0352,5.398,274.0,0.7764000000000006,-1.0303999999999993
2025-08-09,200,53,256.0,7.809199999999999,4.575599999999999,-150.0,2.773999999999999,-0.8224000000000009
2025-08-10,200,46,166.0,4.816,2.8856,-90.0,-2.993199999999999,-1.6899999999999986
2025-08-11,200,61,896.0,3.9244,5.8264,730.0,-0.8916,2.9407999999999994
2025-08-12,200,17,25.0,6.5396,4.8852,-871.0,2.6152,-0.9411999999999994
2025-08-13,200,40,663.0,10.5624,6.1252,638.0,4.0228,1.2400000000000002
2025-08-14,200,47,733.0,14.5788,7.156000000000001,70.0,4.016399999999999,1.0308000000000002
2025-08-15,200,52,173.0,15.8056,4.989199999999999,-560.0,1.2268000000000008,-2.166800000000001
2025-08-16,200,67,808.0,4.0572,2.084,635.0,-11.7484,-2.9051999999999993
2025-08-17,200,70,224.0,2.11,2.7848,-584.0,-1.9472,0.7008000000000001
2025-08-18,200,53,113.0,2.4228,5.292000000000001,-111.0,0.3128000000000002,2.5072000000000005
2025-08-19,200,51,141.0,4.4092,6.414799999999999,28.0,1.9864000000000002,1.122799999999998
2025-08-20,200,47,101.0,6.277200000000001,4.748000000000001,-40.0,1.8680000000000003,-1.6667999999999976
2025-08-21,200,58,349.0,1.7887999999999995,3.3076000000000003,248.0,-4.488400000000001,-1.4404000000000008
2025-08-22,200,62,503.0,1.1932000000000005,2.4728000000000003,154.0,-0.595599999999999,-0.8348
2025-08-23,200,33,222.0,0.6284,2.1848,-281.0,-0.5648000000000005,-0.28800000000000026
2025-08-24,200,44,285.0,0.928,3.93,63.0,0.2996000000000001,1.7452
2025-08-25,200,61,152.0,1.9144,5.128800000000001,-133.0,0.9864,1.1988000000000008
2025-08-26,200,51,487.0,3.214,6.8304,335.0,1.2995999999999999,1.7015999999999991
2025-08-27,200,48,191.0,4.472000000000001,5.616799999999999,-296.0,1.2580000000000013,-1.2136000000000013
2025-08-28,200,49,227.0,2.75,7.300799999999999,36.0,-1.7220000000000013,1.6840000000000002
