Date,Region,Count,PM2.5,PM10
2021-02-13,DE-NI,100,10.53,12.23625
2022-02-11,DE-NI,570,5.865833333333334,7.235416666666667
2023-02-15,DE-NI,105,43.39541666666667,46.17791666666667
2024-02-15,DE-NI,130,5.6866666666666665,6.454999999999999
2025-02-11,DE-NI,300,19.75,21.824166666666667
