Date,PM2.5_mean,PM2.5_var,PM2.5_min,PM2.5_max,PM10_mean,PM10_var,PM10_min,PM10_max
2022-03-29,2.355,2.4531478260869557,0.9,5.51,4.647083333333334,5.131804166666666,2.31,8.36
2022-03-30,5.260416666666667,7.553630253623191,2.45,13.7,6.5625,10.521350000000002,3.08,16.31
2022-03-31,2.7075,1.714758695652175,0.8,5.51,3.0862499999999997,1.7144940217391302,1.17,6.24
2022-04-01,0.8775,0.16941086956521736,0.5,1.84,1.155,0.21541739130434778,0.67,2.23
2022-04-02,2.3733333333333335,6.776797101449275,0.5,10.58,2.8708333333333336,9.431016666666666,0.73,12.73
2022-04-03,4.4025,16.274958695652163,0.5,10.93,5.776666666666666,25.651344927536233,0.71,13.6
2022-04-04,3.3066666666666666,3.934744927536233,0.76,6.48,3.9295833333333334,2.915291123188406,1.56,6.94
2022-04-05,1.8637500000000002,4.7581722826086965,0.64,9.56,3.21875,4.960863586956521,1.65,11.03
2022-04-06,5.09625,11.011033152173912,1.27,12.76,5.7508333333333335,13.285807971014492,1.43,14.14
2022-04-07,1.02875,0.18202880434782606,0.6,2.13,1.2133333333333332,0.2038927536231884,0.71,2.36
2022-04-08,0.8041666666666667,0.059138405797101466,0.5,1.27,1.4270833333333333,0.23083894927536228,0.86,2.32
2022-04-09,1.0008333333333332,0.03771231884057971,0.67,1.37,1.7983333333333336,0.34137971014492763,1.06,3.11
2022-04-10,1.1854166666666666,0.08681721014492752,0.64,1.69,2.3033333333333332,0.2668753623188403,1.31,3.03
2022-04-11,6.787916666666667,9.800434601449274,1.77,12.87,8.555,13.661373913043477,3.01,15.62
2022-04-12,7.83625,20.305285326086956,2.76,15.41,9.246666666666666,21.383379710144926,3.8,17.08
2022-04-13,23.387083333333333,79.58288242753625,13.0,40.64,25.705416666666665,90.599069384058,14.78,43.82
2022-04-14,10.824166666666668,23.815642753623187,3.02,20.93,12.195833333333333,25.55814710144927,5.26,23.59
2022-04-15,8.422916666666667,13.6909259057971,3.1,15.43,9.410833333333333,12.022747101449276,5.54,16.63
2022-04-16,5.840833333333333,4.549573188405797,2.74,9.21,6.541250000000001,5.180185326086955,3.11,10.34
2022-04-17,7.6275,7.993584782608694,2.81,11.14,9.150833333333333,11.189721014492747,3.4,12.93
2022-04-18,9.32625,11.396494021739134,5.4,15.95,10.49875,14.554167934782607,5.84,18.38
2022-04-19,7.603750000000001,8.838441847826081,2.42,12.81,8.4675,10.44281086956522,2.71,13.78
2022-04-20,9.49375,4.571372282608695,6.48,14.42,10.305833333333334,5.132260144927537,7.05,15.4
2022-04-21,8.402083333333334,0.7996519927536229,6.92,9.81,9.16125,0.8067592391304309,7.69,10.62
2022-04-22,6.953333333333333,2.738214492753626,4.71,10.92,7.7195833333333335,2.9253172101449283,5.31,11.77
2022-04-23,7.91375,7.597972282608696,2.87,11.56,8.595833333333333,8.828747101449272,3.16,12.63
2022-04-24,7.739999999999999,9.87440869565217,2.84,12.34,8.36375,11.065320108695659,3.13,13.36
2022-04-25,3.392916666666667,1.6204215579710144,2.28,6.96,4.010416666666667,2.234795471014493,2.69,8.23
2022-04-26,8.637500000000001,18.059863043478256,3.57,17.6,10.19375,21.750824456521737,4.11,19.73
2022-04-27,3.92125,2.4792375,1.7,6.95,6.605833333333333,4.445173188405798,4.05,11.0
2022-04-28,5.680833333333333,7.741607971014496,1.88,11.65,8.7525,11.796680434782616,3.82,15.95
2022-04-29,4.437083333333334,7.321830253623188,1.11,9.98,6.5687500000000005,10.7512027173913,2.26,12.99
2022-04-30,2.6533333333333333,3.3376753623188393,0.99,6.34,4.1362499999999995,5.715607065217389,1.67,8.76
2022-05-01,2.776666666666667,2.0698492753623188,1.12,6.92,4.777916666666667,3.891408514492753,2.19,9.25
2022-05-02,6.285416666666666,16.944347644927543,1.37,17.58,8.013333333333334,23.930840579710146,2.13,21.15
2022-05-03,2.7154166666666666,1.776347644927537,1.43,6.44,4.9975,2.293089130434783,3.06,8.96
2022-05-04,3.3129166666666667,2.132760688405796,1.69,6.46,5.913333333333333,3.9754840579710136,3.5,9.64
2022-05-05,4.319166666666667,4.90355579710145,1.5,9.09,6.58125,7.322820108695653,2.61,11.62
2022-05-06,10.7675,25.088802173913045,5.67,24.87,12.762083333333335,28.053478079710143,6.77,27.04
2022-05-07,12.155416666666667,86.43404329710147,1.14,27.07,13.6725,94.81947173913046,1.84,29.35
2022-05-08,2.377083333333333,0.19429981884058,1.95,3.78,5.824166666666667,0.3054253623188407,4.63,6.69
2022-05-09,4.430833333333333,2.015364492753623,2.72,7.55,6.7491666666666665,3.573199275362319,4.22,10.58
2022-05-10,8.085833333333333,6.817112318840574,4.86,12.68,9.552083333333334,4.300860688405796,6.93,13.55
2022-05-11,8.640416666666667,19.542238949275365,2.85,16.86,10.797083333333333,27.388447644927535,3.75,18.85
2022-05-12,3.7291666666666665,6.43838188405797,1.53,12.18,5.6308333333333325,12.82460797101449,2.42,17.58
2022-05-13,4.939583333333333,5.388517210144928,1.73,9.21,7.2925,8.720593478260868,2.83,11.79
2022-05-14,5.074166666666667,4.270799275362318,2.52,8.74,9.21875,10.954237500000003,4.49,14.44
2022-05-15,8.308333333333334,21.562336231884046,3.35,19.1,11.84875,40.75496793478263,4.57,24.44
2022-05-16,3.7120833333333336,1.4065389492753624,1.68,5.04,5.122916666666667,2.412091123188405,2.4,6.76
2022-05-17,9.678333333333333,5.198292753623191,5.26,13.77,10.362083333333333,5.168669384057968,6.51,14.59
2022-05-18,9.5725,2.7074108695652153,7.25,12.23,11.17125,4.150324456521739,8.03,14.62
2022-05-19,8.69125,6.657089673913045,5.91,15.71,9.485833333333334,6.031642753623193,6.88,16.3
2022-05-20,6.3116666666666665,7.32596231884058,3.6,15.36,7.4375,6.32659347826087,4.15,15.83
2022-05-21,3.4416666666666664,2.5664144927536223,1.43,7.0,5.130416666666666,4.471769384057971,1.67,9.21
2022-05-22,4.160416666666666,3.548195471014492,1.65,8.47,6.677499999999999,7.49790652173913,2.5,10.61
2022-05-23,3.45125,0.7320896739130439,1.82,4.75,4.7124999999999995,0.8132891304347822,3.05,6.79
2022-05-24,5.889166666666667,6.133921014492753,2.78,11.33,6.350416666666667,6.514499818840579,3.11,11.8
2022-05-25,4.475416666666667,4.702095471014494,1.63,8.66,5.393750000000001,6.969494021739129,1.85,10.19
2022-05-26,3.264583333333333,1.5339650362318837,1.65,5.48,5.09,4.234834782608695,2.52,8.71
2022-05-27,2.76,0.8898000000000001,1.47,4.42,4.8225,2.7051152173913033,3.23,8.61
2022-05-28,2.3429166666666665,0.34948242753623165,1.69,3.62,4.320416666666667,1.5754650362318836,2.38,6.63
2022-05-29,2.751666666666667,0.5089710144927532,1.81,3.71,5.101249999999999,1.8190114130434782,2.64,7.13
2022-05-30,1.9662499999999998,0.6295201086956521,1.06,4.47,3.28,2.0158521739130446,1.4,5.69
2022-05-31,5.956666666666667,8.460744927536233,3.67,16.69,7.3933333333333335,11.298936231884062,4.46,19.47
2022-06-01,5.486666666666667,2.80271884057971,2.95,9.35,6.3308333333333335,3.6051557971014487,3.81,10.84
2022-06-02,2.2916666666666665,0.5541188405797102,1.27,3.63,3.785833333333333,1.3096514492753626,2.58,6.37
2022-06-03,5.97625,4.412720108695652,3.81,13.12,8.015833333333333,7.752877536231887,5.18,16.5
2022-06-04,2.970416666666667,0.6488737318840581,1.96,4.56,4.671666666666667,0.9296405797101442,3.29,6.3
2022-06-05,3.580416666666667,0.5222128623188408,2.54,5.08,4.7025,1.2042978260869568,3.1,6.6
2022-06-06,4.307083333333334,2.306256340579711,1.79,8.05,4.549166666666666,2.3395905797101446,2.0,8.24
2022-06-07,4.547916666666667,2.9308606884057977,2.66,9.05,5.247083333333333,4.200847644927537,2.95,10.56
2022-06-08,4.55875,0.6023418478260868,3.43,6.52,6.010833333333333,2.4220949275362336,3.76,9.82
2022-06-09,4.8566666666666665,4.9322057971014495,2.17,9.86,6.010000000000001,12.50324347826087,2.41,15.12
2022-06-10,5.996666666666666,3.0576405797101462,3.52,8.89,9.359166666666667,8.297268840579715,4.99,13.61
2022-06-11,7.3500000000000005,4.954008695652177,4.19,9.81,10.071666666666667,3.840510144927538,5.68,12.44
2022-06-12,7.764583333333333,16.96084329710146,3.79,18.62,12.210416666666667,29.720951992753623,5.99,25.65
2022-06-13,3.9912499999999995,3.9495331521739128,1.41,7.47,6.340416666666666,14.297456340579723,1.69,14.15
2022-06-14,2.925416666666667,2.053165036231884,1.28,6.25,5.1025,5.405697826086959,2.35,9.19
2022-06-15,8.661666666666667,17.287597101449276,4.59,19.34,11.159166666666666,25.500903623188414,6.03,23.62
2022-06-16,3.5679166666666666,2.1032519927536235,1.83,7.79,5.054166666666666,3.4103992753623196,2.43,9.88
2022-06-17,10.364166666666668,1.29331231884058,8.43,12.6,12.56875,1.5938635869565239,10.71,15.09
2022-06-18,8.85,28.304582608695647,3.64,20.24,11.862916666666665,50.36136938405797,6.17,28.24
2022-06-19,2.4616666666666664,1.7687710144927522,0.89,4.37,3.4499999999999997,4.753443478260869,1.24,6.81
2022-06-20,3.1941666666666664,1.1464427536231885,1.17,4.82,4.439583333333333,2.846595471014492,1.61,7.59
2022-06-21,4.349166666666666,0.3830340579710144,3.48,5.59,8.262916666666667,4.270691123188409,5.94,11.77
2022-06-22,6.1325,10.132245652173914,1.72,13.65,8.667916666666667,16.06146938405797,2.81,16.98
2022-06-23,4.03125,1.259341847826088,1.97,5.27,5.319583333333333,1.16249981884058,3.26,7.0
2022-06-24,6.047083333333333,3.4572737318840585,3.48,10.46,6.914583333333333,4.772504166666667,4.47,12.55
2022-06-25,11.007083333333334,5.961847644927533,5.65,14.26,11.685,6.402808695652175,6.26,14.97
2022-06-26,8.182916666666666,13.35075199275362,3.99,16.89,8.871666666666666,13.44193623188406,4.54,17.55
2022-06-27,5.319999999999999,1.3756086956521743,2.51,6.56,5.820833333333333,1.5754427536231899,2.87,6.98
2022-06-28,3.7591666666666668,3.8011818840579714,1.55,7.88,4.472916666666666,4.784569384057972,2.09,9.32
2022-06-29,2.505,0.9550521739130425,1.69,6.17,2.9608333333333334,1.2483123188405798,2.09,7.29
2022-06-30,4.184583333333333,0.7475215579710152,2.57,5.63,4.769583333333333,0.8809085144927543,2.99,6.54
2022-07-01,4.1987499999999995,3.0698027173913025,1.74,6.79,4.695416666666667,3.438304166666666,2.08,7.34
2022-07-02,5.52,1.4458695652173905,3.19,7.1,6.810416666666666,2.0523519927536227,4.03,8.55
2022-07-03,6.944583333333333,0.7581824275362313,5.67,8.44,7.8566666666666665,1.0084492753623187,6.19,9.66
2022-07-04,4.870833333333334,2.330329710144929,2.64,7.8,7.154583333333334,4.145886775362321,3.7,11.73
2022-07-05,3.544583333333333,0.7121302536231885,1.99,4.89,6.041250000000001,3.035733152173914,3.58,8.78
2022-07-06,2.2658333333333336,1.7333036231884065,0.57,4.73,3.580416666666667,4.129891123188403,1.39,7.7
2022-07-07,2.8216666666666668,0.2895971014492754,2.05,3.98,5.477083333333333,10.813891123188407,2.49,11.46
2022-07-08,2.5058333333333334,0.3732079710144927,1.58,3.27,7.944583333333333,16.433417210144928,2.33,13.99
2022-07-09,2.5541666666666667,0.42412101449275375,1.63,3.98,4.91875,1.453933152173913,3.26,7.33
2022-07-10,2.17125,0.5508635869565213,1.47,3.75,7.34375,1.3092418478260877,5.86,9.99
2022-07-11,2.2066666666666666,0.3197101449275364,1.13,2.9,4.166666666666667,1.7038405797101444,2.04,5.77
2022-07-12,3.486666666666667,2.0486927536231887,1.52,7.43,5.078333333333333,3.0260927536231894,2.14,8.9
2022-07-13,7.608750000000001,15.502680978260873,3.92,17.07,9.781666666666666,12.478310144927534,5.43,18.45
2022-07-14,2.94125,1.3125157608695657,0.9,4.52,5.652083333333334,7.373295471014495,1.65,10.6
2022-07-15,2.0100000000000002,0.8460782608695656,0.74,3.42,4.042916666666667,3.825073731884059,1.7,7.07
2022-07-16,1.9704166666666667,0.5222128623188402,1.25,3.8,4.06,0.9379304347826086,2.19,5.72
2022-07-17,1.8833333333333335,0.5382405797101448,1.15,4.35,4.046666666666667,1.3780927536231886,2.28,6.21
2022-07-18,5.4991666666666665,3.3116862318840576,3.44,9.62,7.759166666666666,4.415877536231884,5.18,12.78
2022-07-19,10.576666666666666,6.362762318840576,6.63,15.33,14.985833333333334,6.493094927536235,10.9,19.71
2022-07-20,6.4433333333333325,0.0210333333333334,6.3,6.59,10.416666666666666,0.01963333333333335,10.26,10.53
2022-07-22,2.0685714285714285,0.08481285714285686,1.72,2.69,5.034285714285714,1.4306957142857144,3.25,6.43
2022-07-23,1.7858333333333334,0.3959036231884063,0.96,2.82,3.77875,2.5977592391304363,1.45,6.15
2022-07-24,4.690416666666667,4.646595471014492,2.14,8.13,6.68625,3.232894021739131,4.0,9.67
2022-07-25,8.3675,8.61384565217391,3.7,13.67,9.626666666666667,7.638275362318837,4.91,14.08
2022-07-26,4.1691666666666665,8.551660144927535,1.18,8.98,7.210416666666667,9.557821557971012,4.38,12.96
2022-07-27,1.4533333333333334,0.0309536231884058,1.2,1.93,4.83625,1.071598369565217,3.21,6.59
2022-07-28,3.545833333333333,1.343981884057971,2.14,7.64,7.18625,2.142885326086959,5.02,11.98
2022-07-29,3.0275,1.768280434782609,1.38,5.55,5.142083333333333,2.0926780797101445,3.08,7.98
2022-07-30,7.232083333333333,5.443808514492752,3.98,11.34,8.448333333333332,5.210118840579712,4.79,12.44
2022-07-31,8.682083333333333,1.8049476449275346,5.86,10.8,11.187916666666666,5.574243297101447,6.59,15.24
2022-08-01,2.952916666666667,2.5361172101449285,1.16,8.05,4.876666666666667,2.987231884057971,2.33,8.32
2022-08-02,5.107916666666667,4.825973731884058,3.03,12.05,8.385833333333332,6.622138405797102,5.26,16.13
2022-08-03,9.732916666666666,8.638186775362318,6.05,14.56,11.5525,12.17824565217392,6.86,16.96
2022-08-04,10.297083333333333,5.449056340579709,6.51,14.4,11.794166666666667,7.031303623188404,7.17,16.79
2022-08-05,4.859583333333333,4.5031867753623205,1.94,8.48,5.755,5.649295652173912,2.26,9.8
2022-08-06,1.5533333333333335,0.3279275362318841,0.74,2.32,2.91625,0.5584853260869566,1.79,4.32
2022-08-07,4.571666666666666,6.129257971014492,2.48,10.88,6.665,8.644626086956519,3.81,13.7
2022-08-08,5.383333333333333,7.614753623188409,2.28,12.16,7.764583333333333,12.60865199275363,3.56,15.62
2022-08-09,4.49,2.695426086956522,2.76,9.66,6.771666666666667,4.569310144927536,4.61,13.03
2022-08-10,5.90875,3.3254288043478284,4.11,10.23,7.654166666666666,5.055564492753625,5.0,13.01
2022-08-11,5.059166666666667,0.9857123188405796,3.61,6.82,6.0275,1.359767391304348,4.27,7.69
2022-08-12,5.718333333333334,1.093544927536232,4.31,8.01,6.515416666666667,0.9790519927536231,5.15,8.74
2022-08-13,6.97125,3.7530635869565203,3.61,9.93,7.6745833333333335,5.30993025362319,3.77,11.41
2022-08-14,7.849583333333334,5.642386775362316,3.47,10.99,8.315,6.55992173913044,3.66,11.78
2022-08-15,9.337916666666667,10.677808514492755,4.24,17.78,10.177916666666667,13.631434601449275,4.43,19.63
2022-08-16,13.804583333333333,28.69322590579711,5.77,25.16,14.930416666666666,32.46289112318838,6.26,27.09
2022-08-17,14.479999999999999,35.23949565217393,6.86,24.35,16.393333333333334,52.82548405797098,7.33,28.32
2022-08-18,13.035833333333334,17.24549492753624,7.01,21.83,14.0625,18.687863043478252,7.51,23.25
2022-08-19,4.675,0.922860869565218,3.54,7.24,6.1925,1.8904108695652169,4.2,9.53
2022-08-20,4.192916666666666,3.8155519927536234,1.98,8.89,6.965833333333333,7.329764492753621,4.0,12.63
2022-08-21,5.923749999999999,3.8383027173913034,3.03,9.05,10.459999999999999,7.380869565217391,6.46,14.22
2022-08-22,6.8175,4.583123913043475,3.88,9.8,11.54125,17.335576630434783,5.34,17.26
2022-08-23,5.110416666666667,10.166499818840581,1.72,11.35,6.641666666666667,16.99917101449276,2.22,13.64
2022-08-24,2.5749999999999997,0.5304782608695653,1.41,3.72,3.360416666666667,0.8507867753623184,1.87,5.16
2022-08-25,2.3554166666666667,0.3768346014492754,1.3,3.34,2.81125,0.6294461956521742,1.46,3.94
2022-08-26,6.314583333333334,2.8351389492753607,3.62,9.29,7.2004166666666665,3.0421259057971013,4.09,10.24
2022-08-27,4.447916666666667,5.8620085144927545,2.13,8.78,6.97,3.5776086956521724,3.93,9.61
2022-08-28,2.7283333333333335,0.3639449275362319,1.55,3.55,8.4825,5.410367391304347,4.2,11.73
2022-08-29,2.7283333333333335,3.730666666666666,0.65,5.56,4.178333333333334,10.276014492753626,0.86,9.03
2022-08-30,1.63875,0.36228097826086947,0.85,2.84,2.232083333333333,0.8311737318840579,1.1,3.97
2022-08-31,2.245416666666667,0.958669384057971,0.84,3.94,2.8883333333333336,1.593214492753623,1.06,5.07
2022-09-01,2.4962500000000003,0.8363722826086952,1.37,4.4,3.0845833333333332,1.3759737318840581,1.73,5.43
2022-09-02,2.499166666666667,0.9599471014492754,1.11,4.23,3.1170833333333334,1.1945259057971014,1.51,5.22
2022-09-03,4.017916666666666,0.7985911231884054,2.75,5.29,4.77875,0.9412983695652174,3.34,6.13
2022-09-04,4.6658333333333335,0.48286884057970975,3.79,6.2,5.416250000000001,0.5329548913043484,4.43,7.08
2022-09-05,6.235416666666667,0.42006068840579724,5.51,7.85,7.109166666666667,0.4422166666666669,6.13,8.55
2022-09-06,7.048333333333333,6.776901449275362,4.11,11.2,7.908333333333334,6.95617101449275,4.97,12.04
2022-09-07,11.769583333333335,6.337073731884061,8.2,17.35,13.272916666666667,6.919569384057977,9.21,18.92
2022-09-08,14.045833333333334,16.670886231884058,8.84,20.78,14.78375,18.97689402173913,9.46,21.68
2022-09-09,9.244166666666667,37.11873840579709,2.38,19.03,10.264999999999999,40.455965217391324,2.78,19.93
2022-09-10,7.27,6.2534,3.97,12.21,8.526666666666666,6.03920579710145,5.3,13.57
2022-09-11,7.2124999999999995,15.111863043478253,2.59,13.91,8.022499999999999,17.210802173913045,2.9,14.84
2022-09-12,9.909583333333334,12.326117210144927,4.16,16.51,11.1925,15.585419565217387,4.6,17.5
2022-09-13,5.070833333333334,10.591007971014491,1.31,9.17,7.835416666666667,2.7661998188405756,4.0,9.54
2022-09-14,2.9470833333333335,0.7038737318840581,1.51,4.02,8.094583333333334,8.442817210144932,3.3,12.25
2022-09-15,2.2291666666666665,0.6637557971014495,1.33,3.77,4.088333333333334,2.1674057971014498,2.04,7.25
2022-09-16,2.2916666666666665,0.48072753623188424,1.37,4.04,3.233333333333333,0.8733710144927536,1.94,5.02
2022-09-17,2.4650000000000003,0.6834869565217395,1.08,3.95,3.342916666666667,1.6653085144927535,1.27,5.65
2022-09-18,1.7249999999999999,0.30646956521739127,0.98,2.47,2.80125,1.355124456521738,1.41,4.22
2022-09-19,1.7625,0.7847934782608695,0.9,4.09,2.6320833333333336,1.8354172101449275,1.2,6.25
2022-09-20,5.1425,11.660315217391307,1.26,13.45,7.734166666666667,15.995860144927539,3.41,18.26
2022-09-21,12.50625,45.541598369565214,4.62,27.92,15.345,53.49290434782608,5.67,31.26
2022-09-22,12.219999999999999,32.150208695652175,4.42,25.51,14.813333333333333,38.587388405797086,6.33,27.78
2022-09-23,9.561666666666666,23.921718840579707,3.74,22.45,11.165833333333333,28.30702536231883,4.9,25.18
2022-09-24,25.632499999999997,12.45874130434782,20.44,31.68,26.796666666666667,10.652066666666654,21.98,32.68
2022-09-25,15.685,159.7309391304348,2.53,32.85,17.012083333333333,149.3934519927536,3.55,33.96
2022-09-26,3.045833333333333,2.486642753623188,1.45,6.96,4.199583333333334,3.705204166666667,1.59,7.7
2022-09-27,1.73125,0.9091418478260869,0.89,5.01,2.0233333333333334,0.9658057971014494,1.13,5.39
2022-09-28,9.164166666666667,33.9623731884058,1.59,21.93,10.755833333333333,44.2513731884058,2.27,25.93
2022-09-29,11.475416666666668,8.242521557971008,6.99,19.89,13.242083333333333,12.409660688405797,8.13,23.82
2022-09-30,15.775,51.393791304347815,7.16,30.13,17.384583333333335,56.59052155797101,8.38,32.71
2022-10-01,5.978750000000001,33.1690375,1.35,22.29,6.552499999999999,38.7376282608696,1.49,24.36
2022-10-02,3.1170833333333334,0.44448242753623174,2.05,4.35,5.472083333333334,1.9490780797101441,3.17,7.56
2022-10-03,4.533333333333333,1.6800579710144925,2.35,6.62,8.374166666666666,4.806790579710143,5.07,11.81
2022-10-04,8.952916666666667,13.660221557971019,4.37,17.11,12.425416666666665,10.316608514492753,8.56,20.32
2022-10-05,11.376666666666667,18.554979710144945,6.18,17.05,13.240416666666667,23.004186775362324,7.46,19.72
2022-10-06,3.185833333333333,2.399416666666667,1.9,7.41,6.52,1.927452173913043,3.21,8.32
2022-10-07,7.8175,14.118576086956518,4.52,16.26,12.749166666666667,15.398686231884058,7.65,21.05
2022-10-08,7.155,34.048791304347816,1.61,17.68,10.305,61.62199130434783,2.79,24.53
2022-10-09,4.05,1.7992521739130436,2.43,6.88,7.4316666666666675,2.272257971014494,4.74,10.3
2022-10-10,6.973333333333334,6.2035449275362335,3.14,10.66,8.873333333333333,4.934579710144928,4.93,12.09
2022-10-11,4.8237499999999995,10.993963586956522,2.36,13.11,8.664583333333333,12.278460688405799,5.84,17.5
2022-10-12,9.654583333333333,18.31573894927535,4.27,19.52,15.213333333333333,16.650849275362322,11.25,25.05
2022-10-13,13.582083333333335,27.44047807971015,7.24,24.66,16.52958333333333,37.33877807971013,10.14,29.81
2022-10-14,14.476666666666667,80.80978840579705,4.36,29.43,15.434583333333334,85.68753894927534,4.81,30.6
2022-10-15,8.0375,17.91350652173913,2.37,15.44,8.625,20.60855652173913,2.64,16.84
2022-10-16,4.892916666666667,11.584760688405797,2.02,16.38,6.533333333333334,15.564875362318844,2.56,19.49
2022-10-17,6.972083333333334,11.241051992753624,4.31,16.79,8.019166666666667,15.893686231884057,5.07,19.93
2022-10-18,7.692083333333334,22.244251992753625,2.57,15.81,12.012500000000001,22.756028260869563,5.32,20.15
2022-10-19,3.862916666666667,2.210499818840579,2.37,7.47,7.708333333333333,10.552875362318842,4.13,14.75
2022-10-20,4.9366666666666665,3.589066666666668,2.49,9.0,6.2825,4.696376086956522,3.35,10.92
2022-10-21,8.383333333333333,0.9669014492753617,6.65,10.04,9.310416666666667,1.151543297101449,7.2,11.27
2022-10-22,8.435,12.356060869565228,2.95,13.59,9.804583333333333,15.652251992753623,3.53,15.49
2022-10-23,7.0425,5.7016978260869555,4.49,12.12,8.547500000000001,6.358463043478259,5.69,13.8
2022-10-24,3.532083333333333,2.232938949275361,1.64,6.29,4.196666666666666,1.951971014492754,2.35,6.5
2022-10-25,4.859166666666667,1.2281297101449282,3.28,6.81,6.521666666666667,2.2063362318840585,4.04,9.16
2022-10-26,9.884166666666667,13.597051449275364,6.88,19.39,12.099583333333333,15.292682427536235,8.94,22.15
2022-10-27,10.7525,16.6217152173913,5.64,19.24,12.686250000000001,22.068207065217397,6.62,22.5
2022-10-28,14.810416666666667,21.906160688405784,6.71,23.41,27.304999999999996,293.5731304347826,7.75,63.1
2022-10-29,13.795833333333334,11.061503623188406,6.96,18.63,19.794583333333332,33.10735634057973,9.16,32.64
2022-10-30,33.8204,41.51682066666667,23.04,50.15,56.08,85.97471666666672,33.23,75.36
2022-10-31,25.800833333333333,76.41218188405792,14.09,40.66,33.74041666666667,223.78831721014498,16.6,61.52
2022-11-01,13.45375,118.98228532608698,1.81,32.07,17.675,187.01571304347826,2.47,42.16
2022-11-02,2.6799999999999997,1.4342434782608695,1.25,5.72,4.65625,4.619746195652175,2.1,10.07
2022-11-03,4.459583333333334,1.3850389492753628,2.62,7.4,6.65625,4.489676630434785,4.66,12.72
2022-11-04,4.56125,2.227089673913043,2.0,6.84,5.587083333333333,3.5103606884057963,2.91,9.06
2022-11-05,4.430833333333333,6.128860144927535,2.49,12.42,6.869583333333334,4.517534601449275,4.76,14.18
2022-11-06,4.232916666666667,7.302830253623187,2.09,12.16,5.1362499999999995,9.538798369565223,2.29,14.04
2022-11-07,2.700416666666667,0.8042824275362319,1.49,4.2,3.4766666666666666,1.1965014492753625,1.83,5.09
2022-11-08,4.2491666666666665,1.2718949275362315,2.67,6.39,5.412916666666667,1.555804166666666,3.7,8.18
2022-11-09,3.06875,1.099472282608694,1.79,5.45,3.68625,1.6150940217391299,2.07,6.35
2022-11-10,4.820833333333334,3.0120166666666677,2.85,8.63,7.71625,2.8522853260869567,5.06,11.08
2022-11-11,4.817083333333334,2.0075519927536223,3.09,7.26,6.94625,3.3924766304347824,4.63,10.4
2022-11-12,23.64916666666667,110.90797318840579,6.89,37.22,27.209166666666665,146.0718949275362,8.42,43.19
2022-11-13,13.054583333333333,70.26178242753619,2.18,24.04,14.334166666666667,77.30431231884054,2.8,25.92
2022-11-14,14.80625,23.77683315217391,4.57,21.45,16.53625,27.94046793478262,5.47,23.64
2022-11-15,7.19125,5.29168097826087,4.21,11.64,8.4725,5.692436956521738,5.25,12.93
2022-11-16,12.580416666666666,51.319369384057964,2.01,23.17,13.28625,54.61874619565215,2.27,23.89
2022-11-17,1.5737499999999998,0.1089809782608696,1.0,2.25,1.9116666666666664,0.1575797101449275,1.24,2.52
2022-11-18,4.210416666666666,2.3506476449275366,2.23,7.65,4.650416666666667,2.806578079710145,2.37,8.34
2022-11-19,7.805833333333333,36.732051449275346,2.6,21.36,9.114166666666668,43.20773840579709,3.43,23.84
2022-11-20,7.753333333333334,39.3177536231884,2.96,20.66,9.06375,50.89525054347827,3.47,23.72
2022-11-21,13.865416666666667,7.5680606884057955,9.49,18.83,15.243333333333332,7.910475362318835,10.26,20.38
2022-11-22,11.390416666666667,1.0756302536231888,9.74,12.97,12.385833333333332,1.9642949275362338,10.23,14.74
2022-11-23,5.3175,3.5385413043478273,3.69,10.46,6.342083333333334,3.0780606884057993,5.0,11.64
2022-11-24,8.535833333333334,16.97060797101449,3.44,15.27,10.0,22.01413913043479,3.77,17.48
2022-11-25,9.552916666666667,5.628786775362314,5.96,14.06,10.97625,7.657720108695651,6.79,16.21
2022-11-26,9.011666666666667,5.978153623188407,5.56,13.24,12.40375,7.8815375000000065,8.76,16.32
2022-11-27,8.925833333333333,16.678921014492758,2.81,14.62,10.547916666666667,24.101078079710128,3.28,18.26
2022-11-28,6.097916666666666,5.064573731884058,3.43,10.28,6.520416666666667,5.321795471014494,3.79,10.73
2022-11-29,12.522083333333333,2.9771737318840574,9.16,15.04,13.744583333333333,4.359825905797101,9.59,17.11
2022-11-30,17.10875,6.7476114130434715,13.6,20.83,18.704583333333332,9.651095471014502,14.45,22.95
2022-12-01,21.091666666666665,80.10351014492755,9.47,35.76,22.312083333333334,84.19504329710148,10.47,37.17
2022-12-02,8.742083333333333,5.786573731884056,4.05,12.17,9.47,6.006852173913046,4.68,13.29
2022-12-03,6.756666666666667,1.7656753623188408,4.22,8.93,7.5125,2.07203695652174,4.74,9.83
2022-12-04,11.54875,17.252994021739127,4.54,17.77,12.119166666666667,18.897903623188405,4.96,18.73
2022-12-05,11.9375,3.0126717391304347,9.51,14.94,12.555416666666666,3.298104166666666,9.79,15.68
2022-12-06,7.37,9.225408695652176,3.26,13.98,8.291666666666666,11.753701449275365,3.58,15.67
2022-12-07,3.3491666666666666,3.6921557971014476,1.14,7.32,4.704583333333333,3.097782427536231,2.49,7.9
2022-12-08,7.8,106.21172173913044,2.01,36.22,8.637916666666667,117.23233025362319,2.67,38.24
2022-12-09,20.705,35.870450000000005,16.47,24.94,21.655,36.551250000000024,17.38,25.93
2022-12-11,17.259090909090908,153.29788484848484,5.31,39.57,18.96,182.14894285714286,5.81,43.16
