,Date,Region,Total_Amount,PM2.5_mean,PM2.5_var,PM2.5_min,PM2.5_max,PM10_mean,PM10_var,PM10_min,PM10_max
40,2021-02-10,DE-HH,3,2.247916666666667,2.0022519927536235,1.06,5.95,2.85875,3.039707065217391,1.29,7.35
41,2021-02-11,DE-HH,32,12.6475,37.75028913043478,5.0,23.52,15.00125,48.24078532608696,6.33,27.54
42,2021-02-12,DE-HH,406,5.161666666666666,11.714144927536228,1.93,13.04,6.322083333333333,15.930373731884057,2.47,15.48
43,2021-02-13,DE-HH,367,20.291666666666668,137.30167536231883,9.41,50.69,22.83791666666667,165.6645824275362,10.89,56.13
44,2021-02-14,DE-HH,147,16.734583333333333,155.84814764492756,4.55,50.57,18.935416666666665,188.270417210145,5.55,56.06
45,2021-02-15,DE-HH,6,5.50875,4.976185326086958,3.5,12.42,6.28375,4.933328804347824,4.11,13.11
46,2021-02-16,DE-HH,223,17.715416666666666,12.447373731884063,12.43,23.04,19.093333333333334,10.612692753623175,14.53,24.1
47,2021-02-17,DE-HH,9,9.74,6.840834782608698,6.06,14.23,11.52625,3.861372282608702,7.85,14.64
48,2021-02-18,DE-HH,41,10.992083333333332,17.04914764492754,5.88,18.22,12.528333333333334,20.83897101449277,7.18,20.39
49,2021-02-19,DE-HH,144,10.009166666666667,6.201581884057972,6.28,15.16,12.077916666666669,8.649443297101444,6.45,16.99
50,2021-02-20,DE-HH,261,12.83125,5.9412635869565245,7.56,16.61,14.743333333333332,6.1916666666666655,9.27,18.34
51,2021-02-21,DE-HH,278,19.692083333333333,31.6112606884058,13.11,29.72,22.484583333333333,40.63380851449278,14.97,33.81
52,2021-02-22,DE-HH,146,24.621666666666663,9.739892753623192,18.7,29.42,28.88583333333333,5.504999275362321,24.94,33.33
53,2021-02-23,DE-HH,203,25.9575,162.99322826086964,8.45,41.99,31.9,247.59459130434783,10.26,49.58
54,2021-02-24,DE-HH,194,13.854583333333332,16.61687807971015,7.69,19.56,16.18166666666667,19.575918840579725,9.28,22.75
55,2021-02-25,DE-HH,363,20.77208333333333,55.28581721014496,10.54,31.72,31.160416666666663,188.34626503623184,13.75,51.81
56,2021-02-26,DE-HH,108,4.920416666666667,3.7888650362318814,2.21,9.17,8.720416666666667,3.87763894927536,5.24,12.31
57,2021-02-27,DE-HH,15,3.376666666666667,2.005727536231884,2.13,7.55,5.815416666666667,2.1881824275362307,4.16,9.95
58,2021-02-28,DE-HH,259,8.71625,13.36248532608695,3.57,14.08,10.347916666666666,14.474217210144934,4.6,15.71
59,2021-03-01,DE-HH,66,12.647916666666667,85.53244329710147,6.02,35.38,15.276666666666666,110.971284057971,8.13,40.8
60,2021-03-02,DE-HH,122,25.77,27.444765217391303,17.67,33.61,28.865,33.71444347826089,19.71,38.15
61,2021-03-03,DE-HH,50,38.14291666666667,183.801369384058,13.45,60.84,43.392500000000005,227.63555,14.14,67.96
62,2021-03-04,DE-HH,59,4.5216666666666665,5.694492753623188,2.2,10.27,6.011666666666667,4.657857971014493,2.93,10.89
63,2021-03-05,DE-HH,408,5.127916666666667,6.441043297101446,2.08,9.7,6.43125,9.610533152173913,2.59,12.42
64,2021-03-06,DE-HH,487,2.65375,3.285807065217392,1.07,8.17,4.0095833333333335,5.672273731884054,1.73,10.85
65,2021-03-07,DE-HH,3,3.970833333333333,4.040955797101449,1.71,7.94,5.0775,3.81203695652174,2.71,8.96
66,2021-03-08,DE-HH,70,7.062916666666666,18.531865036231885,2.74,17.96,8.847916666666666,23.8286606884058,3.36,21.08
67,2021-03-09,DE-HH,26,10.127916666666666,36.15427807971015,4.78,23.06,11.814166666666669,43.660712318840574,5.19,26.4
68,2021-03-10,DE-HH,64,13.6925,10.685263043478257,8.89,18.37,15.662916666666668,18.97586503623188,9.24,21.3
69,2021-03-11,DE-HH,6,3.3625000000000003,7.075228260869564,0.53,8.24,3.6804166666666656,6.473447644927536,0.69,8.48
70,2021-03-12,DE-HH,5,1.930416666666667,0.6506215579710143,0.76,3.42,2.4562500000000003,1.2051983695652178,0.98,4.57
71,2021-03-13,DE-HH,10,2.388333333333333,5.299110144927535,0.5,6.03,2.660833333333333,6.133860144927537,0.61,6.61
72,2021-03-14,DE-HH,191,1.89875,1.1002635869565218,0.5,3.91,2.9445833333333336,2.905851992753624,0.6,5.35
73,2021-03-15,DE-HH,80,3.75875,2.6754461956521736,1.0,6.86,5.07875,3.583194021739132,1.64,7.76
74,2021-03-16,DE-HH,98,3.0429166666666667,2.44421286231884,1.11,5.65,5.10625,4.458059239130434,2.61,9.65
75,2021-03-17,DE-HH,301,11.122083333333334,55.39215634057971,2.71,27.71,13.727083333333333,75.68601286231883,4.63,32.8
76,2021-03-18,DE-HH,44,13.82875,66.79234184782607,2.59,26.75,15.417083333333332,82.09132590579715,3.14,31.49
77,2021-03-19,DE-HH,575,6.159583333333333,16.590508514492754,1.01,13.88,7.0875,20.35468913043478,1.24,15.32
78,2021-03-20,DE-HH,132,7.667083333333333,21.492873731884057,1.82,17.05,9.253333333333334,29.178484057971,2.6,20.3
79,2021-03-21,DE-HH,165,1.8854166666666667,0.3118432971014493,0.77,3.0,4.6258333333333335,4.475842753623189,1.15,8.17
80,2021-03-22,DE-HH,58,3.516666666666666,1.802414492753623,1.88,6.39,6.420833333333333,4.349877536231886,3.39,10.16
81,2021-03-23,DE-HH,75,7.34625,20.059772282608694,3.09,21.12,10.0825,23.084836956521738,5.33,24.9
82,2021-03-24,DE-HH,30,32.3025,22.513784782608703,23.82,43.01,36.30916666666666,30.88028623188405,27.84,49.17
83,2021-03-25,DE-HH,40,29.875,41.17339130434784,17.95,36.96,33.61416666666667,60.081912318840615,19.76,42.49
84,2021-03-26,DE-HH,152,18.474166666666665,115.97502536231886,5.9,30.86,20.411666666666665,125.9505449275362,6.88,33.14
85,2021-03-27,DE-HH,21,5.403333333333333,17.100501449275356,0.86,11.63,6.298333333333333,19.586136231884048,1.09,13.25
86,2021-03-28,DE-HH,9,6.395217391304348,15.00687154150197,2.04,14.03,7.943478260869565,21.847460079051377,2.22,16.7
87,2021-03-29,DE-HH,7,9.595833333333331,7.45772971014493,5.62,16.42,12.174166666666666,13.467086231884062,7.32,20.94
88,2021-03-30,DE-HH,70,24.80541666666667,45.40520851449278,15.96,41.28,29.196250000000003,65.58392010869564,20.03,49.87
89,2021-03-31,DE-HH,31,47.564166666666665,119.64719057971018,26.09,62.39,53.91875,149.32982880434784,28.69,69.67
90,2021-04-01,DE-HH,39,37.51208333333333,1283.9432432971014,1.04,84.28,40.751666666666665,1492.3669275362322,1.34,88.1
91,2021-04-02,DE-HH,85,4.331666666666666,11.854223188405795,1.15,13.37,6.35125,10.74068967391304,2.46,14.85
92,2021-04-03,DE-HH,44,4.262083333333334,5.4208346014492745,0.96,9.84,5.805833333333333,8.769216666666669,1.24,11.84
93,2021-04-04,DE-HH,91,4.855833333333334,20.96926884057972,1.09,15.72,7.037916666666667,25.1286954710145,2.25,19.02
94,2021-04-05,DE-HH,141,3.41,16.650226086956526,0.52,11.82,4.562916666666667,20.790325905797108,1.03,13.75
95,2021-04-06,DE-HH,9,1.13375,0.0863809782608695,0.71,1.65,1.9995833333333333,0.4629172101449273,1.04,3.39
96,2021-04-07,DE-HH,85,1.5804166666666666,0.1544824275362319,1.12,2.43,2.827083333333333,0.5121867753623187,1.84,4.04
97,2021-04-08,DE-HH,12,2.2066666666666666,4.353762318840579,0.69,8.54,3.5275,4.263854347826086,1.33,9.68
98,2021-04-09,DE-HH,562,10.315,19.98779130434784,3.41,16.57,11.481666666666667,24.40410144927537,3.96,18.39
99,2021-04-10,DE-HH,103,2.6341666666666668,2.387860144927537,1.18,4.84,3.805,3.5173478260869584,1.55,6.73
100,2021-04-11,DE-HH,30,3.5116666666666667,9.213214492753623,0.88,11.07,3.82625,9.041746195652172,1.11,11.33
101,2021-04-12,DE-HH,8,1.4008333333333332,0.4952949275362318,0.5,2.82,2.0854166666666667,1.035069384057971,0.73,3.96
102,2021-04-13,DE-HH,136,2.1641666666666666,1.1315818840579712,0.71,3.76,3.436666666666667,1.9319971014492765,1.26,5.32
103,2021-04-14,DE-HH,14,3.2591666666666668,7.65998188405797,0.85,12.43,4.51875,11.558428804347828,1.24,15.76
104,2021-04-15,DE-HH,19,7.422499999999999,29.71774130434782,0.95,13.86,9.052083333333334,44.610251992753625,1.2,18.1
105,2021-04-16,DE-HH,19,4.380416666666666,11.472151992753622,1.32,12.25,5.372916666666666,15.14496938405797,1.62,14.38
106,2021-04-17,DE-HH,312,6.185833333333334,2.2846949275362305,3.84,8.52,7.213333333333334,2.6504405797101454,5.06,9.62
107,2021-04-18,DE-HH,94,7.03125,0.6627157608695651,5.57,8.34,7.797916666666667,0.9820085144927544,6.07,9.42
108,2021-04-19,DE-HH,27,10.409166666666666,10.83632101449275,5.95,14.8,11.191666666666668,11.16621449275362,6.58,15.93
109,2021-04-20,DE-HH,84,10.735833333333334,17.102468840579714,4.14,18.71,11.994583333333331,22.727078079710143,4.59,22.44
110,2021-04-21,DE-HH,22,11.852916666666664,95.77409981884064,1.1,27.21,14.669166666666667,93.09262536231886,3.13,30.08
111,2021-04-22,DE-HH,4,1.13375,0.0744505434782608,0.79,1.75,3.938333333333333,1.889944927536232,1.87,6.39
112,2021-04-23,DE-HH,20,1.3545833333333333,0.1146606884057971,0.84,2.0,3.60875,0.6358809782608695,2.26,5.08
113,2021-04-24,DE-HH,116,1.9820833333333332,0.2320780797101449,1.09,3.16,3.255416666666666,0.6335911231884062,2.06,4.64
114,2021-04-25,DE-HH,20,2.9166666666666665,4.473779710144927,0.92,9.04,4.174166666666667,6.6793384057971,1.12,11.16
115,2021-04-26,DE-HH,143,6.787083333333334,12.066951992753626,3.36,14.97,8.257916666666667,17.519347644927542,4.25,17.61
116,2021-04-27,DE-HH,7,4.288333333333333,3.8907101449275374,1.41,7.63,5.2975,6.093410869565216,1.81,9.42
117,2021-04-28,DE-HH,8,9.116666666666664,27.336118840579708,2.19,18.13,10.166666666666666,28.73287536231885,2.92,19.62
118,2021-04-29,DE-HH,44,15.225,3.64573043478261,11.33,18.94,15.891666666666666,4.037014492753625,11.96,20.44
119,2021-04-30,DE-HH,5,7.48125,26.114828804347827,2.57,16.18,8.008333333333333,26.21541449275362,2.82,16.59
120,2021-05-01,DE-HH,160,6.444583333333333,23.712904166666664,3.85,24.27,7.224583333333332,27.135182427536236,4.35,26.32
121,2021-05-02,DE-HH,166,9.659166666666666,86.92113840579712,0.93,29.12,10.579166666666667,94.87614710144928,1.33,31.44
122,2021-05-03,DE-HH,50,4.137083333333333,19.999082427536237,0.72,12.15,4.465833333333333,19.54526014492754,1.09,12.51
123,2021-05-04,DE-HH,4,2.80125,6.834967934782611,0.72,10.64,3.049583333333333,7.502465036231881,1.0,11.06
124,2021-05-05,DE-HH,121,0.9745833333333334,0.0879998188405797,0.6,1.5,1.3158333333333332,0.1473297101449275,0.8,2.4
125,2021-05-06,DE-HH,7,1.497083333333333,0.5682128623188407,0.69,3.86,3.0316666666666667,1.665353623188406,1.16,5.58
126,2021-05-07,DE-HH,15,1.94375,1.5241375000000004,0.5,3.82,2.6954166666666666,2.972399818840579,0.64,5.59
127,2021-05-08,DE-HH,228,2.62625,0.9323201086956524,1.0,4.1,3.7154166666666666,1.8680259057971007,1.41,5.91
128,2021-05-09,DE-HH,74,4.142083333333333,2.257660688405797,2.03,6.94,4.714166666666666,2.706947101449274,2.15,7.71
129,2021-05-10,DE-HH,3,3.9554166666666655,1.5996259057971003,1.48,5.68,4.581666666666666,2.2623449275362306,1.68,6.7
130,2021-05-11,DE-HH,6,1.3758333333333337,0.6399905797101454,0.5,3.74,1.6554166666666668,0.7318085144927532,0.66,4.22
131,2021-05-12,DE-HH,6,2.671666666666667,1.0954666666666668,1.31,5.54,3.18875,1.260176630434783,1.84,6.46
132,2021-05-13,DE-HH,146,6.485833333333333,8.952425362318841,2.68,11.3,7.46375,12.636946195652175,3.06,13.21
133,2021-05-14,DE-HH,2,3.615833333333333,1.0143297101449271,1.96,5.31,4.341666666666667,1.5887362318840583,2.34,6.59
134,2021-05-15,DE-HH,149,5.4175,4.418193478260871,2.96,9.29,6.53125,3.872194021739129,3.77,10.03
135,2021-05-16,DE-HH,159,3.939583333333333,4.67296938405797,1.25,9.86,4.440416666666667,6.023291123188405,1.42,11.34
136,2021-05-17,DE-HH,131,5.983333333333333,9.580327536231884,2.66,14.49,7.019583333333333,13.01041286231884,2.84,16.32
137,2021-05-18,DE-HH,74,8.245833333333334,27.769825362318848,2.15,17.28,9.458333333333334,33.160318840579706,2.61,19.28
138,2021-05-19,DE-HH,7,4.156666666666667,1.2950492753623186,2.87,6.14,5.165416666666666,2.329851992753622,3.23,8.01
139,2021-05-20,DE-HH,2,7.069166666666667,4.096460144927537,3.71,10.22,8.175833333333333,6.098147101449279,4.2,11.9
140,2021-05-21,DE-HH,6,4.4158333333333335,8.851060144927533,2.26,13.21,5.07375,9.59007663043478,2.71,14.15
141,2021-05-22,DE-HH,68,2.6095833333333336,2.262578079710145,1.17,6.32,3.2916666666666665,3.89704927536232,1.33,7.91
142,2021-05-23,DE-HH,14,2.6279166666666667,2.0747563405797105,1.08,5.87,4.732083333333333,3.3807215579710146,1.75,6.65
143,2021-05-24,DE-HH,28,3.99125,4.605611413043479,1.44,9.67,4.937083333333333,6.039856340579708,1.83,11.35
144,2021-05-25,DE-HH,10,3.7770833333333336,7.638195471014491,1.11,10.22,4.19125,9.869115760869564,1.24,11.85
145,2021-05-26,DE-HH,6,3.68125,4.971176630434782,0.97,8.3,4.15875,5.949976630434783,1.09,9.06
146,2021-05-27,DE-HH,3,3.8475,1.1656021739130435,2.39,6.38,4.230416666666667,1.332091123188406,2.79,6.99
147,2021-05-28,DE-HH,7,3.51125,0.5200288043478263,2.54,5.45,4.793333333333334,1.7978057971014487,3.09,7.78
148,2021-05-29,DE-HH,253,3.197083333333333,0.0908476449275361,2.78,3.86,4.8879166666666665,0.2594780797101446,3.99,5.84
149,2021-05-30,DE-HH,354,7.280833333333334,1.7543210144927537,3.98,9.25,10.64125,3.25681141304348,6.37,13.82
150,2021-05-31,DE-HH,152,7.440416666666667,8.397238949275364,3.21,13.55,9.04625,11.802780978260868,4.05,15.93
151,2021-06-01,DE-HH,2,12.453333333333331,67.07638840579708,2.89,28.45,14.435833333333331,82.38910362318843,3.66,31.38
152,2021-06-02,DE-HH,27,3.2729166666666667,4.062595471014493,1.19,8.44,3.812083333333333,5.204982427536232,1.58,9.6
